,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Mecole Hardman,KC,WR,1,1,1,6,-4,-4.0,-0.2,-4,100.0,0.0,-2.9,3.1,10,10.0,166.7,0,0
Harrison Bryant,CLE,TE,1,2,1,5,9,4.5,0.3,4,50.0,0.0,3.0,5.7,1,1.0,20.0,0,0
Khari Blasingame,TEN,RB,1,1,1,5,0,0.0,0.0,0,100.0,0.0,0.0,2.5,5,5.0,100.0,0,0
Kenyan Drake,ARI,RB,1,2,2,5,4,2.0,0.1,4,100.0,0.0,2.1,5.6,1,0.5,20.0,0,0
Seth Roberts,CAR,WR,1,2,1,5,13,6.5,2.6,-3,50.0,0.0,4.9,5.9,8,8.0,160.0,0,0
Anthony Firkser,TEN,TE,1,2,2,5,2,1.0,0.1,2,100.0,0.0,0.9,5.0,3,1.5,60.0,0,0
Chris Manhertz,CAR,TE,1,1,1,4,-4,-4.0,-0.1,-4,100.0,0.0,-1.5,2.9,8,8.0,200.0,0,0
Tre'Quan Smith,NO,WR,1,1,1,4,5,5.0,0.1,5,100.0,0.0,3.3,3.3,-1,-1.0,-25.0,0,0
Travis Homer,SEA,RB,1,2,2,4,-4,-2.0,-0.3,-4,100.0,0.0,-2.1,5.7,8,4.0,200.0,0,0
J.J. Taylor,NE,RB,1,1,1,4,-4,-4.0,-0.4,-4,100.0,0.0,-3.9,5.3,8,8.0,200.0,0,0
Cam Akers,LAR,RB,1,1,1,4,1,1.0,0.0,1,100.0,0.0,0.8,3.6,3,3.0,75.0,0,0
Vance McDonald,PIT,TE,1,2,1,3,3,1.5,0.1,2,50.0,0.0,1.4,6.3,1,1.0,33.3,0,0
Austin Ekeler,LAC,RB,1,1,1,3,-5,-5.0,-0.1,-5,100.0,0.0,-1.6,3.4,8,8.0,266.7,0,0
Nick Boyle,BAL,TE,1,3,2,3,5,1.7,0.1,1,66.7,0.0,2.1,12.0,2,1.0,66.7,0,0
Joe Mixon,CIN,RB,1,2,1,2,-8,-4.0,-0.2,-6,50.0,0.0,-2.3,4.9,8,8.0,400.0,0,0
Corey Clement,PHI,RB,1,2,2,2,-6,-3.0,-0.2,-6,100.0,0.0,-1.1,4.8,8,4.0,400.0,0,0
Mike Evans,TB,WR,1,4,1,2,36,9.0,0.6,2,25.0,0.0,13.0,12.1,0,0.0,0.0,2,0
Bruce Miller,JAX,FB,1,1,1,2,-1,-1.0,-0.1,-1,100.0,0.0,-1.1,5.0,3,3.0,150.0,0,0
LeSean McCoy,TB,RB,1,1,1,2,3,3.0,0.1,3,100.0,0.0,1.1,3.0,-1,-1.0,-50.0,0,0
Jason Witten,LV,TE,1,1,1,2,1,1.0,0.0,1,100.0,0.0,0.6,3.6,1,1.0,50.0,0,0
Ito Smith,ATL,RB,1,3,3,2,-2,-0.7,-0.1,-2,100.0,0.0,-0.4,5.9,4,1.3,200.0,0,0
Jaylen Samuels,PIT,RB,1,1,1,1,-4,-4.0,-0.2,-4,100.0,0.0,-1.9,3.1,5,5.0,500.0,0,0
Javon Wims,CHI,WR,1,2,1,1,3,1.5,0.1,1,50.0,0.0,0.8,5.7,0,0.0,0.0,0,0
MyCole Pruitt,TEN,TE,1,1,1,1,1,1.0,0.0,1,100.0,0.0,0.4,2.5,0,0.0,0.0,0,0
J.D. McKissic,WAS,RB,1,5,1,1,24,4.8,0.8,1,20.0,0.0,10.0,16.1,0,0.0,0.0,0,0
Todd Gurley,ATL,RB,1,5,2,1,-1,-0.2,0.0,-6,50.0,25.0,-0.2,7.8,7,3.5,700.0,0,0
Duke Johnson,HOU,RB,1,1,0,0,2,2.0,0.1,0,0.0,0.0,0.8,3.2,0,0.0,0.0,0,0
Kalif Raymond,TEN,WR,1,2,0,0,22,11.0,1.2,0,0.0,50.0,9.5,5.0,0,0.0,0.0,0,0
Tajae Sharpe,MIN,WR,1,1,0,0,35,35.0,5.0,0,0.0,0.0,13.4,4.0,0,0.0,0.0,0,0
Jake Butt,DEN,TE,1,2,1,0,3,1.5,0.2,-1,50.0,50.0,1.1,6.3,1,1.0,0.0,0,0
Maxx Williams,ARI,TE,1,2,0,0,9,4.5,0.2,0,0.0,0.0,4.6,5.6,0,0.0,0.0,0,0
Jamal Agnew,DET,WR,1,1,0,0,14,14.0,0.9,0,0.0,0.0,3.9,2.5,0,0.0,0.0,1,0
Cameron Brate,TB,TE,1,1,0,0,7,7.0,1.0,0,0.0,0.0,2.5,3.0,0,0.0,0.0,0,0
James O'Shaughnessy,JAX,TE,1,1,1,0,-3,-3.0,-0.2,-3,100.0,0.0,-3.4,5.0,3,3.0,0.0,0,0
Dion Lewis,NYG,RB,1,1,0,0,1,1.0,0.2,0,0.0,0.0,0.5,2.7,0,0.0,0.0,0,0
Chris Hogan,NYJ,WR,1,4,1,0,38,9.5,0.7,-2,25.0,25.0,16.1,12.1,2,2.0,0.0,0,0
Demetrius Harris,CHI,TE,1,1,0,0,13,13.0,0.5,0,0.0,0.0,3.6,2.9,0,0.0,0.0,0,0
Ted Ginn,CHI,WR,1,1,0,0,17,17.0,0.6,0,0.0,0.0,4.7,2.9,0,0.0,0.0,0,0
Luke Stocker,ATL,TE,1,1,0,0,3,3.0,0.1,0,0.0,0.0,0.6,2.0,0,0.0,0.0,0,0
Kenny Stills,HOU,WR,1,2,0,0,28,14.0,1.3,0,0.0,100.0,11.1,6.5,0,0.0,0.0,0,0
Latavius Murray,NO,RB,1,1,0,0,-2,-2.0,-0.1,0,0.0,0.0,-1.3,3.3,0,0.0,0.0,0,0
Josh Hill,NO,TE,1,1,0,0,12,12.0,0.3,0,0.0,0.0,8.0,3.3,0,0.0,0.0,0,0
Benny Snell,PIT,RB,1,1,0,0,-2,-2.0,-0.1,0,0.0,0.0,-1.0,3.1,0,0.0,0.0,0,0
Clyde Edwards-Helaire,KC,RB,1,2,0,0,-4,-2.0,-0.1,0,0.0,0.0,-2.9,6.3,0,0.0,0.0,0,0
Cole Kmet,CHI,TE,1,1,0,0,9,9.0,0.5,0,0.0,0.0,2.5,2.9,0,0.0,0.0,0,0
Dante Pettis,SF,WR,1,1,0,0,34,34.0,0.8,0,0.0,0.0,15.2,3.0,0,0.0,0.0,0,0
Jeremy McNichols,TEN,RB,1,1,0,0,3,3.0,0.2,0,0.0,0.0,1.3,2.5,0,0.0,0.0,0,0
Christian Kirk,ARI,WR,1,5,1,0,54,10.8,0.9,-4,25.0,0.0,27.8,11.1,4,4.0,0.0,1,0
Damion Ratley,NYG,WR,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jace Sternberger,GB,TE,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Stephen Carlson,CLE,TE,1,1,0,0,5,5.0,0.4,0,0.0,0.0,1.7,2.9,0,0.0,0.0,0,0
Dalvin Cook,MIN,RB,1,2,1,-2,-7,-3.5,-0.2,-3,50.0,50.0,-2.7,8.0,1,1.0,-50.0,0,0
John Hightower,PHI,WR,1,4,1,-2,33,8.3,1.2,-2,25.0,25.0,6.3,9.5,0,0.0,0.0,0,0
Nick Vannett,DEN,TE,1,2,1,-6,-5,-2.5,-0.3,-6,50.0,0.0,-1.8,6.3,0,0.0,0.0,0,0
