,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Bennie Fowler,NYG,WR,8,36,23,193,367,10.5,1.1,161,65.7,5.7,7.8,6.0,32,1.4,16.6,0,1
Andy Isabella,ARI,WR,15,13,9,189,81,6.2,0.5,48,69.2,0.0,2.1,2.5,141,15.7,74.6,0,0
KeeSean Johnson,ARI,WR,10,42,21,187,405,9.6,1.1,138,50.0,4.8,10.6,8.0,49,2.3,26.2,0,0
Javon Wims,CHI,WR,16,39,18,186,455,11.7,0.9,143,46.2,10.3,10.4,6.9,43,2.4,23.1,1,0
Marquise Goodwin,SF,WR,9,21,12,186,280,13.3,1.0,150,57.1,19.0,9.3,4.5,36,3.0,19.4,1,0
David Montgomery,CHI,RB,16,35,25,185,82,2.3,0.1,14,69.4,5.6,1.9,6.3,171,6.8,92.4,0,0
Laquon Treadwell,MIN,WR,13,16,9,184,247,14.5,1.4,125,52.9,0.0,7.4,3.9,59,6.6,32.1,0,0
LeSean McCoy,KC,RB,13,34,28,181,-33,-1.0,-0.1,-54,82.4,2.9,-0.7,6.1,222,7.9,122.7,0,0
Tevin Coleman,SF,RB,14,30,21,180,-33,-1.1,-0.1,-20,70.0,3.3,-1.1,6.4,200,9.5,111.1,0,0
Raheem Mostert,SF,RB,16,22,14,180,43,2.0,0.1,26,63.6,13.6,1.4,4.7,154,11.0,85.6,0,0
Chester Rogers,IND,WR,12,28,16,179,232,8.6,0.6,109,59.3,14.8,6.0,5.5,70,4.4,39.1,0,0
Tavon Austin,DAL,WR,14,24,13,177,326,13.6,1.1,94,54.2,0.0,6.0,4.1,83,6.4,46.9,1,0
Kenyan Drake,MIA,RB,6,33,22,174,37,1.1,0.2,8,66.7,9.1,0.7,5.5,166,7.5,95.4,0,0
Foster Moreau,OAK,TE,13,25,21,174,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Logan Thomas,DET,TE,16,28,16,173,293,9.8,0.9,89,53.3,3.3,5.5,5.4,84,5.3,48.6,0,0
Ben Watson,NE,TE,10,24,17,173,197,8.2,0.4,80,70.8,4.2,4.5,4.1,93,5.5,53.8,0,1
Kenyan Drake,ARI,RB,8,35,28,171,-95,-2.8,-0.2,-93,82.4,2.9,-2.5,6.5,264,9.4,154.4,0,0
Kalif Raymond,TEN,WR,8,12,9,170,215,17.9,2.2,151,75.0,0.0,5.7,2.8,19,2.1,11.2,0,0
Byron Pringle,KC,WR,16,16,12,170,179,11.2,1.2,104,75.0,12.5,3.9,2.9,66,5.5,38.8,0,1
J.J. Arcega-Whiteside,PHI,WR,16,22,10,169,389,17.7,0.8,148,45.5,4.5,8.2,3.7,21,2.1,12.4,0,0
Darrel Williams,KC,RB,12,19,15,167,14,0.7,0.1,-20,78.9,5.3,0.3,3.4,197,13.1,118.0,0,0
Rhett Ellison,NYG,TE,10,28,18,167,135,4.8,0.4,81,64.3,7.1,2.9,4.8,86,4.8,51.5,0,0
Duke Williams,BUF,WR,4,19,12,166,209,11.0,0.0,118,63.2,10.5,4.7,4.0,48,4.0,28.9,0,0
Josh Jacobs,OAK,RB,13,27,20,166,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Richie James,SF,WR,16,10,6,165,122,12.2,0.6,61,60.0,0.0,4.1,2.1,104,17.3,63.0,0,0
Jakeem Grant,MIA,WR,10,33,19,164,387,12.1,1.8,74,59.4,6.3,7.4,5.3,90,4.7,54.9,0,0
Dion Lewis,TEN,RB,16,32,25,164,-36,-1.1,-0.1,-35,78.1,9.4,-1.0,7.5,199,8.0,121.3,0,0
DeAndre Carter,HOU,WR,16,14,11,162,148,10.6,0.7,105,78.6,7.1,3.4,2.7,57,5.2,35.2,0,0
DeSean Jackson,PHI,WR,3,10,9,159,151,13.7,2.3,141,81.8,9.1,3.2,1.8,18,2.0,11.3,1,0
Justin Watson,TB,WR,16,26,15,159,314,12.6,1.4,145,60.0,8.0,5.0,4.1,14,0.9,8.8,0,0
Marcedes Lewis,GB,TE,16,19,15,156,99,5.2,0.2,67,78.9,5.3,2.1,3.5,89,5.9,57.1,0,0
James O'Shaughnessy,JAX,TE,5,20,14,153,121,6.1,0.6,66,70.0,5.0,2.8,3.5,87,6.2,56.9,0,0
C.J. Ham,MIN,FB,16,26,17,149,44,1.8,0.1,27,70.8,8.3,1.3,5.5,122,7.2,81.9,0,0
Demetrius Harris,CLE,TE,15,27,15,149,150,5.8,0.3,80,57.7,19.2,3.4,5.0,69,4.6,46.3,1,1
Jaeden Graham,ATL,TE,16,10,9,149,84,8.4,0.4,75,90.0,0.0,1.6,1.5,74,8.2,49.7,0,0
Zay Jones,OAK,WR,10,27,20,147,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ryquell Armstead,JAX,RB,16,24,14,144,39,1.6,0.3,30,58.3,8.3,0.9,4.3,114,8.1,79.2,0,0
Jesse James,DET,TE,16,27,16,142,128,4.9,0.3,77,61.5,11.5,2.4,4.7,65,4.1,45.8,0,0
Adrian Peterson,WAS,RB,15,23,17,142,-36,-1.6,-0.1,-19,73.9,8.7,-1.0,5.0,161,9.5,113.4,0,0
Seth DeValve,JAX,TE,12,18,12,140,106,5.6,0.3,75,63.2,5.3,2.5,3.4,65,5.4,46.4,0,0
Josh Gordon,SEA,WR,5,11,7,139,163,14.8,1.2,118,63.6,0.0,3.6,2.2,21,3.0,15.1,0,0
Ian Thomas,CAR,TE,16,30,16,136,180,6.0,0.6,56,53.3,10.0,3.6,5.0,80,5.0,58.8,0,0
Keelan Doss,OAK,WR,8,14,11,133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matt LaCosse,NE,TE,11,19,13,131,122,6.4,0.3,77,68.4,10.5,2.8,3.2,54,4.2,41.2,0,0
Nick Vannett,PIT,TE,13,17,13,128,89,5.2,0.2,59,76.5,0.0,2.4,3.5,69,5.3,53.9,0,0
Parris Campbell,IND,WR,7,24,18,127,200,8.0,1.0,19,72.0,4.0,5.1,5.1,108,6.0,85.0,0,0
Kerryon Johnson,DET,RB,8,15,10,127,58,3.9,0.2,3,66.7,13.3,1.1,2.7,124,12.4,97.6,0,0
Mack Hollins,PHI,WR,12,22,10,125,286,13.6,0.7,85,47.6,9.5,6.0,3.5,40,4.0,32.0,0,2
T.J. Yeldon,BUF,RB,6,15,13,124,10,0.7,0.1,7,86.7,0.0,0.2,3.1,117,9.0,94.4,0,0
Vernon Davis,WAS,TE,4,19,10,123,129,6.8,0.7,43,52.6,0.0,3.7,4.1,80,8.0,65.0,0,0
Matt Breida,SF,RB,13,22,19,120,-12,-0.5,0.0,-6,86.4,4.5,-0.4,4.7,132,6.9,110.0,0,0
Marcell Ateman,OAK,WR,11,10,5,116,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Braxton Berrios,NYJ,WR,16,13,6,115,99,8.3,1.2,28,50.0,8.3,2.5,2.4,87,14.5,75.7,0,0
Olamide Zaccheaus,ATL,WR,10,5,3,115,70,14.0,0.8,52,60.0,0.0,1.3,0.8,63,21.0,54.8,0,0
Peyton Barber,TB,RB,16,24,16,115,13,0.6,0.0,-8,72.7,4.5,0.2,3.6,126,7.9,109.6,0,0
Jeff Heuerman,DEN,TE,14,20,14,114,102,5.1,0.3,67,70.0,5.0,3.1,4.2,47,3.4,41.2,0,0
Tommy Sweeney,BUF,TE,6,13,8,114,121,11.0,0.9,77,72.7,9.1,2.7,2.3,37,4.6,32.5,0,1
Ryan Izzo,NE,TE,6,9,6,114,74,8.2,0.3,59,66.7,0.0,1.7,1.5,55,9.2,48.2,0,1
Devin Smith,DAL,WR,4,9,5,113,181,20.1,1.3,82,55.6,0.0,3.3,1.6,31,6.2,27.4,0,0
Brandon Bolden,NE,RB,15,11,9,111,64,5.8,0.7,53,81.8,9.1,1.5,1.9,58,6.4,52.3,0,0
Dante Pettis,SF,WR,11,24,11,109,193,8.0,0.6,83,45.8,4.2,6.4,5.2,26,2.4,23.9,0,0
Ty Johnson,DET,RB,16,31,24,109,48,1.5,0.2,8,77.4,9.7,0.9,5.6,101,4.2,92.7,0,0
Derek Carrier,OAK,TE,16,17,13,108,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tony Pollard,DAL,RB,15,20,15,107,-15,-0.8,-0.1,-31,75.0,5.0,-0.3,3.4,138,9.2,129.0,1,0
Brandon Zylstra,CAR,WR,8,12,8,106,152,12.7,2.2,87,66.7,8.3,3.0,2.0,19,2.4,17.9,0,0
Chase Edmonds,ARI,RB,13,21,12,105,8,0.4,0.0,1,60.0,25.0,0.2,3.8,104,8.7,99.0,0,0
N'Keal Harry,NE,WR,7,24,12,105,196,8.5,0.9,58,52.2,4.3,4.5,3.9,47,3.9,44.8,1,1
Hale Hentges,WAS,TE,11,14,8,103,106,7.6,0.5,55,57.1,7.1,3.0,3.0,48,6.0,46.6,0,0
Dan Arnold,ARI,TE,3,10,6,102,130,13.0,2.2,75,60.0,0.0,3.4,1.9,27,4.5,26.5,0,0
Wayne Gallman,NYG,RB,10,15,11,102,27,1.8,0.2,-6,73.3,6.7,0.6,2.6,108,9.8,105.9,0,1
Frank Gore,BUF,RB,16,16,13,100,9,0.6,0.0,13,81.3,6.3,0.2,3.3,87,6.7,87.0,0,0
Robert Tonyan,GB,TE,11,15,10,100,154,10.3,0.8,73,66.7,0.0,3.3,2.8,27,2.7,27.0,0,0
Danny Vitale,GB,FB,15,12,7,97,78,6.5,0.4,37,58.3,8.3,1.7,2.2,60,8.6,61.9,0,0
Sony Michel,NE,RB,16,20,12,94,-19,-1.0,0.0,-30,63.2,21.1,-0.4,3.2,124,10.3,131.9,0,0
Mo Alie-Cox,IND,TE,16,10,8,93,44,4.4,0.1,33,80.0,10.0,1.1,2.1,60,7.5,64.5,0,0
Dontrell Hilliard,CLE,RB,14,15,12,92,-3,-0.2,0.0,-12,80.0,6.7,-0.1,2.9,104,8.7,113.0,0,0
Christian Blake,ATL,WR,9,24,11,91,188,7.8,0.6,65,45.8,0.0,3.5,3.7,26,2.4,28.6,1,0
Ross Dwelley,SF,TE,16,22,15,91,120,5.5,0.3,51,68.2,0.0,4.0,4.7,40,2.7,44.0,1,0
J.P. Holtz,CHI,TE,14,8,7,91,16,2.0,0.0,11,87.5,12.5,0.4,1.4,80,11.4,87.9,0,0
Ty Montgomery,NYJ,RB,16,17,13,90,12,0.7,0.1,-6,76.5,0.0,0.3,3.4,96,7.4,106.7,0,0
MyCole Pruitt,TEN,TE,16,8,6,90,26,3.7,0.1,21,85.7,0.0,0.7,1.6,69,11.5,76.7,0,0
Andrew Beck,DEN,TE,16,12,9,90,33,2.8,0.1,23,75.0,8.3,1.0,2.5,67,7.4,74.4,0,0
Antonio Callaway,CLE,WR,4,15,8,89,156,10.4,1.0,46,53.3,6.7,3.5,2.9,43,5.4,48.3,1,0
Mark Walton,MIA,RB,7,21,15,89,-31,-1.5,-0.2,-25,71.4,0.0,-0.6,3.5,114,7.6,128.1,0,0
Ameer Abdullah,MIN,RB,16,21,15,88,11,0.5,0.1,7,71.4,0.0,0.3,4.8,81,5.4,92.0,0,0
Joshua Perkins,PHI,TE,5,13,9,87,117,9.0,0.9,60,69.2,0.0,2.5,2.2,27,3.0,31.0,0,0
Ito Smith,ATL,RB,7,14,11,87,20,1.4,0.1,11,78.6,7.1,0.4,2.1,76,6.9,87.4,0,0
Jesper Horsted,CHI,TE,6,10,8,87,109,9.9,0.9,50,72.7,0.0,2.5,1.9,37,4.6,42.5,0,0
Trey Burton,CHI,TE,8,24,14,84,114,4.8,0.4,50,58.3,8.3,2.6,4.2,34,2.4,40.5,0,0
Cordarrelle Patterson,CHI,WR,16,17,11,83,95,5.6,0.5,8,64.7,0.0,2.2,3.0,75,6.8,90.4,1,0
Trevor Davis,OAK,WR,9,10,7,83,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rashaad Penny,SEA,RB,10,11,8,83,6,0.6,0.0,-11,80.0,10.0,0.1,2.0,94,11.8,113.3,1,0
Alexander Mattison,MIN,RB,13,12,10,82,21,1.8,0.1,3,83.3,0.0,0.6,2.7,79,7.9,96.3,0,0
Damion Willis,CIN,WR,10,16,9,82,182,11.4,0.9,62,56.3,0.0,3.8,2.7,20,2.2,24.4,1,1
Marlon Mack,IND,RB,14,17,14,82,-7,-0.4,0.0,-2,87.5,6.3,-0.2,3.3,84,6.0,102.4,0,0
Trent Sherfield,ARI,WR,16,13,4,80,202,15.5,0.8,70,30.8,7.7,5.3,2.5,10,2.5,12.5,1,0
Derrius Guice,WAS,RB,5,9,7,79,-9,-0.9,-0.1,-9,70.0,10.0,-0.3,2.2,88,12.6,111.4,0,0
Luke Willson,SEA,TE,8,10,8,79,62,6.9,0.3,39,88.9,0.0,1.4,1.8,40,5.0,50.6,0,0
Virgil Green,LAC,TE,15,13,9,78,60,4.6,0.2,36,69.2,0.0,1.2,2.3,42,4.7,53.8,1,0
C.J. Prosise,SEA,RB,9,12,10,76,28,2.5,0.2,9,90.9,0.0,0.6,2.2,67,6.7,88.2,0,0
KhaDarel Hodge,CLE,WR,16,10,4,76,163,16.3,1.3,68,40.0,10.0,3.7,1.9,8,2.0,10.5,1,0
Adam Shaheen,CHI,TE,8,13,9,74,48,3.7,0.3,35,69.2,0.0,1.1,2.3,39,4.3,52.7,0,0
Deon Cain,PIT,WR,6,6,5,72,81,13.5,1.1,58,83.3,0.0,2.2,1.2,14,2.8,19.4,2,0
Daniel Brown,NYJ,TE,16,11,7,72,115,10.5,0.4,52,63.6,0.0,2.9,2.2,20,2.9,27.8,0,0
Nick O'Leary,JAX,TE,5,13,9,72,70,5.4,0.4,54,69.2,0.0,1.6,2.3,18,2.0,25.0,1,0
Tyler Kroft,BUF,TE,11,14,6,71,96,6.9,0.4,40,42.9,7.1,2.2,2.9,31,5.2,43.7,0,0
D'Ernest Johnson,CLE,RB,16,7,6,71,35,5.0,3.9,28,85.7,0.0,0.8,1.4,43,7.2,60.6,0,0
Chad Beebe,MIN,WR,3,2,2,70,2,1.0,0.0,2,100.0,0.0,0.1,0.5,68,34.0,97.1,0,0
Justice Hill,BAL,RB,16,15,8,70,25,1.7,0.1,-10,53.3,6.7,0.7,3.5,80,10.0,114.3,0,0
Riley Ridley,CHI,WR,5,7,6,69,100,12.5,0.9,52,75.0,0.0,2.3,1.4,17,2.8,24.6,0,0
Jordan Howard,PHI,RB,10,14,10,69,-1,-0.1,0.0,-5,83.3,8.3,0.0,2.0,74,7.4,107.2,0,0
Zay Jones,BUF,WR,5,18,7,69,253,14.1,1.4,52,38.9,5.6,5.7,3.7,17,2.4,24.6,2,0
Brian Hill,ATL,RB,12,14,10,69,12,0.9,0.1,16,71.4,14.3,0.2,2.1,53,5.3,76.8,0,0
Blake Bell,KC,TE,15,15,8,67,91,6.5,0.2,53,57.1,21.4,2.0,2.5,14,1.8,20.9,0,0
Chris Hogan,CAR,WR,7,15,8,67,122,8.1,0.8,31,53.3,0.0,2.4,2.5,36,4.5,53.7,0,0
Rico Gafford,OAK,WR,4,2,2,66,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Durham Smythe,MIA,TE,16,14,7,65,132,9.4,0.3,47,50.0,7.1,2.5,2.3,18,2.6,27.7,0,0
Geoff Swaim,JAX,TE,6,17,13,65,40,2.5,0.2,20,81.3,0.0,0.9,2.8,45,3.5,69.2,0,0
Wendell Smallwood,WAS,RB,15,13,9,64,26,2.0,0.2,11,69.2,7.7,0.7,2.8,53,5.9,82.8,0,0
Robert Foster,BUF,WR,13,18,3,64,440,25.9,2.0,31,17.6,0.0,9.9,3.5,33,11.0,51.6,2,0
Kalen Ballage,MIA,RB,12,24,14,63,-28,-1.2,-0.1,-27,60.9,17.4,-0.5,3.8,90,6.4,142.9,0,0
Tevin Jones,PIT,WR,5,10,4,61,109,12.1,0.7,49,44.4,11.1,2.9,1.9,12,3.0,19.7,0,0
Chris Lacy,DET,WR,7,10,3,60,134,13.4,1.0,52,30.0,20.0,2.5,1.8,8,2.7,13.3,1,0
Ben Braunecker,CHI,TE,11,11,6,59,112,10.2,0.8,34,54.5,18.2,2.6,1.9,25,4.2,42.4,0,0
Jonathan Williams,IND,RB,9,5,5,59,-6,-1.2,-0.1,-6,100.0,0.0,-0.2,1.0,65,13.0,110.2,0,0
Tyler Conklin,MIN,TE,15,10,8,58,60,6.0,0.2,39,80.0,0.0,1.8,2.3,19,2.4,32.8,0,0
Reggie Bonnafon,CAR,RB,16,9,6,57,24,2.7,0.3,4,66.7,11.1,0.5,1.5,53,8.8,93.0,0,0
Devontae Booker,DEN,RB,16,9,6,57,33,3.7,1.3,13,66.7,11.1,1.0,1.9,44,7.3,77.2,0,0
Clive Walford,MIA,TE,7,8,4,57,79,9.9,0.7,30,50.0,37.5,1.5,1.3,27,6.8,47.4,0,0
Antonio Brown,NE,WR,1,8,4,56,89,11.1,3.7,49,50.0,0.0,2.0,1.4,7,1.8,12.5,0,0
Andre Patton,LAC,WR,13,17,6,56,264,15.5,0.5,28,35.3,5.9,5.4,2.9,28,4.7,50.0,3,0
Travis Homer,SEA,RB,16,13,11,56,-9,-0.7,-0.1,-9,84.6,7.7,-0.2,2.7,65,5.9,116.1,0,0
Rashard Higgins,CLE,WR,10,11,4,55,111,10.1,0.6,44,36.4,0.0,2.5,2.1,11,2.8,20.0,0,1
Khari Blasingame,TEN,RB,6,5,4,54,22,4.4,0.3,22,80.0,20.0,0.6,1.2,32,8.0,59.3,0,0
Luke Stocker,ATL,TE,15,14,8,53,57,4.1,0.1,16,57.1,14.3,1.1,2.1,37,4.6,69.8,0,0
Deon Cain,IND,WR,7,14,4,52,171,12.2,0.7,42,28.6,7.1,4.4,2.9,10,2.5,19.2,2,0
Stephen Carlson,CLE,TE,9,7,5,51,55,7.9,0.3,28,71.4,0.0,1.2,1.4,23,4.6,45.1,1,0
Myles Gaskin,MIA,RB,7,12,7,51,-6,-0.5,0.0,1,58.3,16.7,-0.1,2.0,50,7.1,98.0,0,0
Ross Travis,IND,TE,3,6,4,51,23,3.8,1.0,22,66.7,0.0,0.6,1.2,29,7.3,56.9,0,0
DeAndrew White,CAR,WR,10,9,4,51,142,15.8,2.4,24,44.4,0.0,2.8,1.5,27,6.8,52.9,0,0
Lance Kendricks,LAC,TE,12,7,3,50,65,9.3,0.7,39,42.9,0.0,1.3,1.2,11,3.7,22.0,0,0
Deon Yelder,KC,TE,9,4,3,50,38,7.6,0.8,19,60.0,0.0,0.8,0.9,31,10.3,62.0,0,0
Dontrelle Inman,IND,WR,3,8,4,49,72,9.0,1.3,35,50.0,37.5,1.8,1.6,14,3.5,28.6,0,0
Deontay Burnett,PHI,WR,1,4,2,48,88,22.0,5.9,42,50.0,0.0,1.8,0.7,6,3.0,12.5,0,0
Trey Edmunds,PIT,RB,11,7,6,48,4,0.6,0.0,4,85.7,0.0,0.1,1.5,44,7.3,91.7,0,0
Patrick Ricard,BAL,FB,16,11,8,47,-6,-0.5,0.0,-6,72.7,18.2,-0.2,2.6,53,6.6,112.8,0,0
Trevon Wesco,NYJ,TE,16,3,2,47,9,3.0,0.0,8,66.7,0.0,0.2,0.6,39,19.5,83.0,0,0
Alexander Hollins,MIN,WR,5,4,2,46,67,16.8,0.9,40,50.0,25.0,2.0,0.9,6,3.0,13.0,0,0
Cedrick Wilson,DAL,WR,6,8,5,46,119,14.9,1.6,32,62.5,0.0,2.2,1.4,14,2.8,30.4,0,0
Gus Edwards,BAL,RB,16,7,7,45,-4,-0.6,0.0,-4,100.0,0.0,-0.1,1.7,49,7.0,108.9,0,0
Alec Ingold,OAK,FB,16,6,6,44,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darwin Thompson,KC,RB,12,10,9,43,-17,-1.7,-0.2,-19,90.0,10.0,-0.4,1.8,62,6.9,144.2,0,0
Jason Moore,LAC,WR,10,5,2,43,120,24.0,1.6,37,40.0,0.0,2.4,0.9,6,3.0,14.0,0,0
Jordan Wilkins,IND,RB,14,11,7,43,10,0.9,0.1,12,63.6,9.1,0.3,2.3,31,4.4,72.1,0,0
Carlos Hyde,HOU,RB,16,16,10,42,9,0.6,0.0,-13,66.7,6.7,0.2,2.9,55,5.5,131.0,0,0
Andy Janovich,DEN,FB,7,5,5,42,5,1.0,0.0,5,100.0,0.0,0.1,1.0,37,7.4,88.1,0,0
David Njoku,CLE,TE,4,10,5,41,61,6.1,0.6,25,50.0,20.0,1.4,1.9,16,3.2,39.0,0,0
Patrick DiMarco,BUF,FB,16,7,5,41,15,2.5,0.1,9,83.3,16.7,0.3,1.2,32,6.4,78.0,0,0
TJ Jones,NYG,WR,3,4,3,38,34,8.5,0.7,18,75.0,0.0,0.7,0.7,20,6.7,52.6,0,0
Elandon Roberts,NE,LB,16,1,1,38,5,5.0,0.1,5,100.0,0.0,0.1,0.2,33,33.0,86.8,0,0
Geremy Davis,LAC,WR,7,3,3,38,37,12.3,0.4,37,100.0,0.0,0.8,0.5,1,0.3,2.6,0,0
Nick Vannett,SEA,TE,3,5,4,38,39,7.8,0.5,31,80.0,0.0,0.9,1.0,7,1.8,18.4,0,0
Troy Fumagalli,DEN,TE,11,9,6,38,41,4.6,0.3,23,66.7,11.1,1.2,1.9,15,2.5,39.5,0,0
Steven Mitchell,HOU,WR,3,6,2,37,95,15.8,1.2,25,33.3,0.0,2.2,1.2,12,6.0,32.4,0,0
Darrell Henderson,LAR,RB,13,6,4,37,-3,-0.5,0.0,-1,66.7,16.7,-0.1,1.0,38,9.5,102.7,0,0
Nick O'Leary,MIA,TE,7,5,4,37,20,4.0,0.1,15,80.0,20.0,0.4,0.8,22,5.5,59.5,0,0
J.J. Nelson,OAK,WR,2,5,4,36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Zach Line,NO,FB,12,10,6,36,24,2.7,0.1,-6,66.7,0.0,0.7,1.6,42,7.0,116.7,0,0
Ty Sambrailo,ATL,OT,13,1,1,35,11,11.0,0.1,11,100.0,0.0,0.2,0.2,24,24.0,68.6,0,0
Bobo Wilson,TB,WR,6,11,3,35,131,13.1,1.4,32,30.0,0.0,2.1,1.7,3,1.0,8.6,0,0
Jeff Wilson,SF,RB,10,5,3,34,14,2.8,0.2,13,60.0,20.0,0.5,1.1,21,7.0,61.8,0,0
Ishmael Hyman,TB,WR,2,4,2,34,58,14.5,1.0,33,50.0,25.0,0.9,0.7,1,0.5,2.9,0,0
Gunner Olszewski,NE,WR,8,4,2,34,24,6.0,0.3,19,50.0,0.0,0.5,0.7,15,7.5,44.1,0,0
Jordan Matthews,PHI,WR,2,12,4,33,172,14.3,1.3,27,33.3,0.0,3.6,2.0,6,1.5,18.2,0,0
Bilal Powell,NYJ,RB,13,12,7,33,18,1.5,0.1,-12,58.3,16.7,0.5,2.4,67,9.6,203.0,0,0
Devin Funchess,IND,WR,1,5,3,32,51,10.2,1.4,26,60.0,0.0,1.3,1.0,6,2.0,18.8,0,0
Derek Watt,LAC,FB,16,5,3,32,7,1.4,0.1,2,60.0,20.0,0.1,0.9,30,10.0,93.8,0,0
Lee Smith,BUF,TE,16,5,4,31,32,6.4,0.1,22,80.0,0.0,0.7,1.0,9,2.3,29.0,0,0
Diontae Spencer,DEN,WR,16,8,6,31,45,5.6,0.6,0,75.0,0.0,1.3,1.7,31,5.2,100.0,0,0
C.J. Board,JAX,WR,4,4,2,31,34,8.5,0.9,24,50.0,25.0,0.8,0.7,7,3.5,22.6,0,0
Codey McElroy,TB,TE,1,1,1,30,30,30.0,10.0,30,100.0,0.0,0.5,0.2,0,0.0,0.0,0,0
Drew Sample,CIN,TE,9,6,5,30,42,7.0,0.4,19,83.3,0.0,0.9,1.0,11,2.2,36.7,1,0
Travis Benjamin,LAC,WR,5,16,6,30,211,13.2,1.1,12,37.5,18.8,4.3,2.8,18,3.0,60.0,0,0
Trevor Davis,GB,WR,2,1,1,28,17,17.0,0.7,17,100.0,0.0,0.4,0.2,11,11.0,39.3,0,0
Cody Core,NYG,WR,16,5,3,28,31,7.8,0.5,27,75.0,0.0,0.7,0.7,1,0.3,3.6,0,0
Cam Sims,WAS,WR,7,3,2,27,32,10.7,0.6,19,66.7,0.0,0.9,0.6,8,4.0,29.6,0,0
Pharaoh Brown,CLE,TE,9,3,2,27,24,8.0,0.1,13,66.7,0.0,0.5,0.6,14,7.0,51.9,0,0
Ryan Switzer,PIT,WR,9,11,8,27,18,1.6,0.2,8,72.7,0.0,0.5,2.3,19,2.4,70.4,0,0
Johnny Mundt,LAR,TE,13,7,4,26,25,3.6,0.1,14,57.1,14.3,0.5,1.1,12,3.0,46.2,0,0
Tanner Hudson,TB,TE,9,5,2,26,56,11.2,0.5,25,40.0,0.0,0.9,0.8,1,0.5,3.8,0,0
Dan Arnold,NO,TE,2,4,2,25,50,12.5,1.1,22,50.0,0.0,1.4,0.7,3,1.5,12.0,0,0
Russell Shepard,NYG,WR,3,8,3,25,81,10.1,1.1,10,37.5,0.0,1.7,1.4,15,5.0,60.0,0,0
Darren Sproles,PHI,RB,6,10,6,24,8,0.8,0.1,-6,60.0,20.0,0.2,1.7,30,5.0,125.0,0,1
Deonte Harris,NO,WR,14,6,6,24,-15,-2.5,-0.2,-15,100.0,0.0,-0.4,1.1,39,6.5,162.5,0,0
Nick Scott,LAR,S,16,1,1,23,0,0.0,0.0,0,100.0,0.0,0.0,0.2,23,23.0,100.0,0,0
Devine Ozigbo,JAX,RB,10,5,3,23,1,0.2,0.0,1,60.0,0.0,0.0,0.9,22,7.3,95.7,0,0
Benny Snell,PIT,RB,13,4,3,23,-4,-1.0,0.0,0,75.0,0.0,-0.1,0.8,26,8.7,113.0,0,0
Nick Bellore,SEA,FB,14,2,2,23,2,1.0,0.1,2,100.0,0.0,0.0,0.4,21,10.5,91.3,0,0
Anthony Sherman,KC,FB,16,3,2,22,5,1.7,0.1,-5,66.7,0.0,0.1,0.5,27,13.5,122.7,0,0
Spencer Ware,KC,RB,3,7,5,22,1,0.1,0.0,4,71.4,14.3,0.0,1.3,18,3.6,81.8,0,0
Kenjon Barner,ATL,RB,14,8,6,22,-13,-1.6,-0.2,-8,75.0,0.0,-0.2,1.2,30,5.0,136.4,0,0
Michael Crabtree,ARI,WR,2,5,4,22,24,4.8,0.8,16,80.0,0.0,0.6,1.0,6,1.5,27.3,0,0
Mike Davis,CHI,RB,7,8,7,22,5,0.6,0.1,-8,87.5,0.0,0.1,1.4,30,4.3,136.4,0,0
Da'Mari Scott,NYG,WR,5,3,2,22,19,6.3,0.4,7,66.7,33.3,0.4,0.5,15,7.5,68.2,0,0
Justin Jackson,LAC,RB,7,11,9,22,-12,-1.1,-0.1,-17,81.8,0.0,-0.2,1.9,39,4.3,177.3,0,0
Fred Brown,DEN,WR,13,3,2,21,34,11.3,0.3,21,66.7,0.0,1.0,0.6,0,0.0,0.0,0,0
Eric Saubert,CHI,TE,2,3,2,21,7,2.3,0.1,1,66.7,33.3,0.2,0.5,20,10.0,95.2,0,0
Chris Moore,BAL,WR,14,5,3,21,60,12.0,0.4,10,60.0,0.0,1.7,1.2,11,3.7,52.4,0,1
Johnny Holton,PIT,WR,16,15,3,21,403,26.9,1.5,8,20.0,13.3,10.9,3.1,5,1.7,23.8,1,1
Andre Roberts,BUF,WR,13,7,3,20,112,16.0,1.0,13,42.9,14.3,2.5,1.5,7,2.3,35.0,0,0
Josh Bellamy,NYJ,WR,7,3,2,20,24,8.0,0.4,11,66.7,33.3,0.6,0.6,9,4.5,45.0,0,0
