,,,,Receiving,,,,,,,,,Big Receiving Games,,,Fumbles,
Dante Pettis,SF,WR,11,11,109,9.9,9.9,2,24,4.5,2,0,0,0,0,0,0
Ty Johnson,DET,RB,16,24,109,4.5,6.8,0,31,3.5,0,0,0,0,0,1,1
Derek Carrier,OAK,TE,16,13,108,8.3,6.8,1,17,6.4,2,0,0,0,0,0,0
Tony Pollard,DAL,RB,15,15,107,7.1,7.1,1,20,5.4,1,0,0,0,0,1,1
Brandon Zylstra,CAR,WR,8,8,106,13.3,13.3,0,12,8.8,2,1,0,0,0,1,0
Chase Edmonds,ARI,RB,13,12,105,8.8,8.1,1,21,5.0,1,0,0,0,0,0,0
N'Keal Harry,NE,WR,7,12,105,8.8,15.0,2,24,4.4,0,0,0,0,0,0,0
Hale Hentges,WAS,TE,11,8,103,12.9,9.4,1,14,7.4,2,0,0,0,0,0,0
Wayne Gallman,NYG,RB,10,11,102,9.3,10.2,1,15,6.8,3,0,0,0,0,1,1
Frank Gore,BUF,RB,16,13,100,7.7,6.3,0,16,6.3,0,0,0,0,0,0,0
Robert Tonyan,GB,TE,11,10,100,10.0,9.1,1,15,6.7,2,0,0,0,0,0,0
Danny Vitale,GB,FB,15,7,97,13.9,6.5,0,12,8.1,3,0,0,0,0,0,0
Sony Michel,NE,RB,16,12,94,7.8,5.9,0,20,4.7,0,0,0,0,0,2,1
Mo Alie-Cox,IND,TE,16,8,93,11.6,5.8,0,10,9.3,1,0,0,0,0,0,0
Dontrell Hilliard,CLE,RB,14,12,92,7.7,6.6,0,15,6.1,0,0,0,0,0,2,0
Ross Dwelley,SF,TE,16,15,91,6.1,5.7,2,22,4.1,1,0,0,0,0,0,0
Christian Blake,ATL,WR,9,11,91,8.3,10.1,0,24,3.8,0,0,0,0,0,0,0
J.P. Holtz,CHI,TE,14,7,91,13.0,6.5,0,8,11.4,1,0,0,0,0,0,0
MyCole Pruitt,TEN,TE,16,6,90,15.0,5.6,1,8,11.3,2,1,0,0,0,0,0
Ty Montgomery,NYJ,RB,16,13,90,6.9,5.6,0,17,5.3,1,0,0,0,0,0,0
Andrew Beck,DEN,TE,16,9,90,10.0,5.6,1,12,7.5,1,0,0,0,0,0,0
Mark Walton,MIA,RB,7,15,89,5.9,12.7,0,21,4.2,0,0,0,0,0,1,1
Antonio Callaway,CLE,WR,4,8,89,11.1,22.3,0,15,5.9,1,1,0,0,0,0,0
Ameer Abdullah,MIN,RB,16,15,88,5.9,5.5,1,21,4.2,0,0,0,0,0,1,1
Joshua Perkins,PHI,TE,5,9,87,9.7,17.4,1,13,6.7,1,0,0,0,0,0,0
Ito Smith,ATL,RB,7,11,87,7.9,12.4,0,14,6.2,0,0,0,0,0,0,0
Jesper Horsted,CHI,TE,6,8,87,10.9,14.5,1,10,8.7,1,0,0,0,0,1,1
Trey Burton,CHI,TE,8,14,84,6.0,10.5,0,24,3.5,0,0,0,0,0,0,0
Cordarrelle Patterson,CHI,WR,16,11,83,7.5,5.2,0,17,4.9,1,0,0,0,0,0,0
Rashaad Penny,SEA,RB,10,8,83,10.4,8.3,1,11,7.5,1,0,0,0,0,1,1
Alexander Mattison,MIN,RB,13,10,82,8.2,6.3,0,12,6.8,0,0,0,0,0,1,1
Damion Willis,CIN,WR,10,9,82,9.1,8.2,0,16,5.1,0,0,0,0,0,0,0
Marlon Mack,IND,RB,14,14,82,5.9,5.9,0,17,4.8,0,0,0,0,0,0,0
Trent Sherfield,ARI,WR,16,4,80,20.0,5.0,0,13,6.2,2,0,0,0,0,0,0
Derrius Guice,WAS,RB,5,7,79,11.3,15.8,1,9,8.8,1,1,0,0,0,0,0
Luke Willson,SEA,TE,8,8,79,9.9,9.9,0,10,7.9,0,0,0,0,0,0,0
Virgil Green,LAC,TE,15,9,78,8.7,5.2,1,13,6.0,0,0,0,0,0,0,0
C.J. Prosise,SEA,RB,9,10,76,7.6,8.4,0,12,6.3,1,0,0,0,0,1,1
KhaDarel Hodge,CLE,WR,16,4,76,19.0,4.8,0,10,7.6,1,1,0,0,0,0,0
Adam Shaheen,CHI,TE,8,9,74,8.2,9.3,0,13,5.7,0,0,0,0,0,1,1
Daniel Brown,NYJ,TE,16,7,72,10.3,4.5,1,11,6.5,2,0,0,0,0,0,0
Tyler Kroft,BUF,TE,11,6,71,11.8,6.5,1,14,5.1,1,0,0,0,0,0,0
D'Ernest Johnson,CLE,RB,16,6,71,11.8,4.4,0,7,10.1,0,0,0,0,0,0,0
Justice Hill,BAL,RB,16,8,70,8.8,4.4,0,15,4.7,0,0,0,0,0,0,0
Chad Beebe,MIN,WR,3,2,70,35.0,23.3,0,2,35.0,1,1,0,0,0,3,0
Riley Ridley,CHI,WR,5,6,69,11.5,13.8,0,7,9.9,1,0,0,0,0,0,0
Jordan Howard,PHI,RB,10,10,69,6.9,6.9,1,14,4.9,1,0,0,0,0,0,0
Brian Hill,ATL,RB,12,10,69,6.9,5.8,1,14,4.9,0,0,0,0,0,0,0
Blake Bell,KC,TE,15,8,67,8.4,4.5,0,15,4.5,1,0,0,0,0,0,0
Chris Hogan,CAR,WR,7,8,67,8.4,9.6,0,15,4.5,0,0,0,0,0,0,0
Rico Gafford,OAK,WR,4,2,66,33.0,16.5,1,2,33.0,1,1,0,0,0,0,0
Durham Smythe,MIA,TE,16,7,65,9.3,4.1,0,14,4.6,1,0,0,0,0,0,0
Geoff Swaim,JAX,TE,6,13,65,5.0,10.8,0,17,3.8,0,0,0,0,0,0,0
Wendell Smallwood,WAS,RB,15,9,64,7.1,4.3,0,13,4.9,0,0,0,0,0,0,0
Robert Foster,BUF,WR,13,3,64,21.3,4.9,0,18,3.6,3,0,0,0,0,0,0
Kalen Ballage,MIA,RB,12,14,63,4.5,5.3,0,24,2.6,0,0,0,0,0,0,0
Tevin Jones,PIT,WR,5,4,61,15.3,12.2,0,10,6.1,1,0,0,0,0,0,0
Chris Lacy,DET,WR,7,3,60,20.0,8.6,0,10,6.0,1,1,0,0,0,0,0
Ben Braunecker,CHI,TE,11,6,59,9.8,5.4,1,11,5.4,0,0,0,0,0,0,0
Jonathan Williams,IND,RB,9,5,59,11.8,6.6,0,5,11.8,1,0,0,0,0,0,0
Tyler Conklin,MIN,TE,15,8,58,7.3,3.9,0,10,5.8,1,0,0,0,0,0,0
Reggie Bonnafon,CAR,RB,16,6,57,9.5,3.6,0,9,6.3,1,0,0,0,0,0,0
Devontae Booker,DEN,RB,16,6,57,9.5,3.6,0,9,6.3,1,0,0,0,0,0,0
Clive Walford,MIA,TE,7,4,57,14.3,8.1,0,8,7.1,0,0,0,0,0,0,0
Antonio Brown,NE,WR,1,4,56,14.0,56.0,1,8,7.0,1,0,0,0,0,0,0
Travis Homer,SEA,RB,16,11,56,5.1,3.5,0,13,4.3,0,0,0,0,0,0,0
Andre Patton,LAC,WR,13,6,56,9.3,4.3,0,17,3.3,0,0,0,0,0,0,0
Rashard Higgins,CLE,WR,10,4,55,13.8,5.5,1,11,5.0,1,0,0,0,0,0,0
Khari Blasingame,TEN,RB,6,4,54,13.5,9.0,0,5,10.8,2,0,0,0,0,0,0
Luke Stocker,ATL,TE,15,8,53,6.6,3.5,0,14,3.8,0,0,0,0,0,1,0
Ross Travis,IND,TE,3,4,51,12.8,17.0,0,6,8.5,1,0,0,0,0,1,1
DeAndrew White,CAR,WR,10,4,51,12.8,5.1,0,9,5.7,0,0,0,0,0,0,0
Stephen Carlson,CLE,TE,9,5,51,10.2,5.7,1,7,7.3,1,0,0,0,0,0,0
Myles Gaskin,MIA,RB,7,7,51,7.3,7.3,0,12,4.3,1,0,0,0,0,0,0
Deon Yelder,KC,TE,9,3,50,16.7,5.6,0,4,12.5,1,0,0,0,0,0,0
Lance Kendricks,LAC,TE,12,3,50,16.7,4.2,0,7,7.1,1,0,0,0,0,0,0
Deontay Burnett,PHI,WR,1,2,48,24.0,48.0,0,4,12.0,1,1,0,0,0,0,0
Trey Edmunds,PIT,RB,11,6,48,8.0,4.4,0,7,6.9,0,0,0,0,0,0,0
Patrick Ricard,BAL,FB,16,8,47,5.9,2.9,1,11,4.3,0,0,0,0,0,0,0
Trevon Wesco,NYJ,TE,16,2,47,23.5,2.9,0,3,15.7,1,0,0,0,0,0,0
Alexander Hollins,MIN,WR,5,2,46,23.0,9.2,0,4,11.5,1,0,0,0,0,0,0
Cedrick Wilson,DAL,WR,6,5,46,9.2,7.7,0,8,5.8,0,0,0,0,0,0,0
Gus Edwards,BAL,RB,16,7,45,6.4,2.8,0,7,6.4,0,0,0,0,0,2,1
Alec Ingold,OAK,FB,16,6,44,7.3,2.8,1,6,7.3,0,0,0,0,0,0,0
Jason Moore,LAC,WR,10,2,43,21.5,4.3,0,5,8.6,1,0,0,0,0,0,0
Darwin Thompson,KC,RB,12,9,43,4.8,3.6,0,10,4.3,0,0,0,0,0,0,0
Jordan Wilkins,IND,RB,14,7,43,6.1,3.1,0,11,3.9,0,0,0,0,0,0,0
Carlos Hyde,HOU,RB,16,10,42,4.2,2.6,0,16,2.6,0,0,0,0,0,4,2
Andy Janovich,DEN,FB,7,5,42,8.4,6.0,0,5,8.4,1,0,0,0,0,0,0
David Njoku,CLE,TE,4,5,41,8.2,10.3,1,10,4.1,0,0,0,0,0,0,0
Patrick DiMarco,BUF,FB,16,5,41,8.2,2.6,0,7,5.9,1,0,0,0,0,0,0
TJ Jones,NYG,WR,3,3,38,12.7,12.7,1,4,9.5,1,0,0,0,0,3,0
Elandon Roberts,NE,LB,16,1,38,38.0,2.4,1,1,38.0,1,0,0,0,0,0,0
Geremy Davis,LAC,WR,7,3,38,12.7,5.4,0,3,12.7,0,0,0,0,0,0,0
Troy Fumagalli,DEN,TE,11,6,38,6.3,3.5,1,9,4.2,0,0,0,0,0,0,0
Steven Mitchell,HOU,WR,3,2,37,18.5,12.3,0,6,6.2,1,0,0,0,0,0,0
Darrell Henderson,LAR,RB,13,4,37,9.3,2.8,0,6,6.2,0,0,0,0,0,0,0
J.J. Nelson,OAK,WR,2,4,36,9.0,18.0,1,5,7.2,1,0,0,0,0,0,0
Zach Line,NO,FB,12,6,36,6.0,3.0,0,10,3.6,0,0,0,0,0,0,0
Ty Sambrailo,ATL,OT,13,1,35,35.0,2.7,1,1,35.0,1,0,0,0,0,0,0
Bobo Wilson,TB,WR,6,3,35,11.7,5.8,0,11,3.2,0,0,0,0,0,3,1
Jeff Wilson,SF,RB,10,3,34,11.3,3.4,1,5,6.8,1,0,0,0,0,0,0
Ishmael Hyman,TB,WR,2,2,34,17.0,17.0,0,4,8.5,1,0,0,0,0,0,0
Gunner Olszewski,NE,WR,8,2,34,17.0,4.3,0,4,8.5,1,0,0,0,0,1,1
Bilal Powell,NYJ,RB,13,7,33,4.7,2.5,0,12,2.8,0,0,0,0,0,0,0
Jordan Matthews,PHI,WR,2,4,33,8.3,16.5,0,12,2.8,0,0,0,0,0,0,0
Devin Funchess,IND,WR,1,3,32,10.7,32.0,0,5,6.4,0,0,0,0,0,0,0
Derek Watt,LAC,FB,16,3,32,10.7,2.0,0,5,6.4,1,0,0,0,0,0,0
Lee Smith,BUF,TE,16,4,31,7.8,1.9,1,5,6.2,0,0,0,0,0,0,0
Diontae Spencer,DEN,WR,16,6,31,5.2,1.9,0,8,3.9,1,0,0,0,0,3,1
C.J. Board,JAX,WR,4,2,31,15.5,7.8,0,4,7.8,1,0,0,0,0,0,0
Codey McElroy,TB,TE,1,1,30,30.0,30.0,0,1,30.0,1,0,0,0,0,0,0
Drew Sample,CIN,TE,9,5,30,6.0,3.3,0,6,5.0,1,0,0,0,0,0,0
Travis Benjamin,LAC,WR,5,6,30,5.0,6.0,0,16,1.9,0,0,0,0,0,0,0
Cody Core,NYG,WR,16,3,28,9.3,1.8,0,5,5.6,0,0,0,0,0,0,0
Pharaoh Brown,CLE,TE,9,2,27,13.5,3.0,0,3,9.0,0,0,0,0,0,0,0
Ryan Switzer,PIT,WR,9,8,27,3.4,3.0,0,11,2.5,0,0,0,0,0,1,0
Cam Sims,WAS,WR,7,2,27,13.5,3.9,0,3,9.0,0,0,0,0,0,0,0
Tanner Hudson,TB,TE,9,2,26,13.0,2.9,0,5,5.2,0,0,0,0,0,0,0
Johnny Mundt,LAR,TE,13,4,26,6.5,2.0,0,7,3.7,0,0,0,0,0,0,0
Russell Shepard,NYG,WR,3,3,25,8.3,8.3,0,8,3.1,0,0,0,0,0,0,0
Darren Sproles,PHI,RB,6,6,24,4.0,4.0,0,10,2.4,0,0,0,0,0,1,0
Deonte Harris,NO,WR,14,6,24,4.0,1.7,0,6,4.0,0,0,0,0,0,3,1
Nick Scott,LAR,S,16,1,23,23.0,1.4,0,1,23.0,1,0,0,0,0,0,0
Devine Ozigbo,JAX,RB,10,3,23,7.7,2.3,0,5,4.6,0,0,0,0,0,0,0
Benny Snell,PIT,RB,13,3,23,7.7,1.8,0,4,5.8,0,0,0,0,0,1,1
Nick Bellore,SEA,FB,14,2,23,11.5,1.6,1,2,11.5,1,0,0,0,0,0,0
Anthony Sherman,KC,FB,16,2,22,11.0,1.4,0,3,7.3,0,0,0,0,0,0,0
Michael Crabtree,ARI,WR,2,4,22,5.5,11.0,0,5,4.4,0,0,0,0,0,0,0
Spencer Ware,KC,RB,3,5,22,4.4,7.3,0,7,3.1,0,0,0,0,0,1,0
Kenjon Barner,ATL,RB,14,6,22,3.7,1.6,0,8,2.8,0,0,0,0,0,4,1
Mike Davis,CHI,RB,7,7,22,3.1,3.1,0,8,2.8,0,0,0,0,0,0,0
Da'Mari Scott,NYG,WR,5,2,22,11.0,4.4,0,3,7.3,0,0,0,0,0,0,0
Justin Jackson,LAC,RB,7,9,22,2.4,3.1,0,11,2.0,0,0,0,0,0,0,0
Fred Brown,DEN,WR,13,2,21,10.5,1.6,0,3,7.0,0,0,0,0,0,1,0
Eric Saubert,CHI,TE,2,2,21,10.5,10.5,0,3,7.0,0,0,0,0,0,0,0
Chris Moore,BAL,WR,14,3,21,7.0,1.5,0,5,4.2,0,0,0,0,0,0,0
Johnny Holton,PIT,WR,16,3,21,7.0,1.3,0,15,1.4,0,0,0,0,0,0,0
Josh Bellamy,NYJ,WR,7,2,20,10.0,2.9,0,3,6.7,0,0,0,0,0,0,0
Andre Roberts,BUF,WR,13,3,20,6.7,1.5,0,7,2.9,0,0,0,0,0,1,0
Zach Zenner,ARI/NO,RB,4,2,19,9.5,4.8,0,3,6.3,0,0,0,0,0,0,0
David Blough,DET,QB,5,1,19,19.0,3.8,1,1,19.0,0,0,0,0,0,1,0
Stanley Morgan,CIN,WR,11,3,18,6.0,1.6,0,10,1.8,0,0,0,0,0,0,0
Donte Moncrief,PIT,WR,5,4,18,4.5,3.6,0,15,1.2,0,0,0,0,0,0,0
Marqise Lee,JAX,WR,6,3,18,6.0,3.0,0,4,4.5,0,0,0,0,0,0,0
Tra Carson,GB,RB,2,4,18,4.5,9.0,0,4,4.5,0,0,0,0,0,0,0
Darius Jennings,TEN,WR,8,2,17,8.5,2.1,0,5,3.4,0,0,0,0,0,0,0
Robert Davis,WAS/PHI,WR,6,2,17,8.5,2.8,0,5,3.4,0,0,0,0,0,0,0
Ashton Dulin,IND,WR,13,2,17,8.5,1.3,0,2,8.5,0,0,0,0,0,0,0
Mike Boone,MIN,RB,16,3,17,5.7,1.1,0,4,4.3,0,0,0,0,0,0,0
Nick Bawden,DET,FB,10,4,17,4.3,1.7,0,6,2.8,0,0,0,0,0,0,0
Rashard Davis,TEN,WR,1,1,16,16.0,16.0,0,1,16.0,0,0,0,0,0,0,0
Malcolm Brown,LAR,RB,14,2,16,8.0,1.1,0,6,2.7,0,0,0,0,0,0,0
Michael Walker,JAX,WR,7,2,15,7.5,2.1,0,3,5.0,0,0,0,0,0,2,2
Josh Oliver,JAX,TE,4,3,15,5.0,3.8,0,6,2.5,0,0,0,0,0,0,0
Ventell Bryant,DAL,WR,12,1,15,15.0,1.3,1,1,15.0,0,0,0,0,0,0,0
Ryan Grant,OAK,WR,2,4,14,3.5,7.0,0,9,1.6,0,0,0,0,0,0,0
Troymaine Pope,LAC,RB,14,2,14,7.0,1.0,1,3,4.7,0,0,0,0,0,1,1
Mike Thomas,LAR,WR,16,2,14,7.0,0.9,0,5,2.8,0,0,0,0,0,0,0
T.J. Logan,TB,RB,12,2,13,6.5,1.1,0,3,4.3,0,0,0,0,0,0,0
Cethan Carter,CIN,TE,15,2,13,6.5,0.9,1,3,4.3,0,0,0,0,0,0,0
Keith Smith,ATL,FB,16,1,13,13.0,0.8,0,3,4.3,0,0,0,0,0,0,0
Isaac Nauta,DET,TE,6,2,13,6.5,2.2,0,3,4.3,0,0,0,0,0,0,0
Cody Hollister,TEN,WR,5,2,13,6.5,2.6,0,2,6.5,0,0,0,0,0,0,0
Sean Culkin,LAC,TE,4,1,12,12.0,3.0,0,2,6.0,0,0,0,0,0,0,0
Jeff Smith,NYJ,WR,1,1,12,12.0,12.0,0,2,6.0,0,0,0,0,0,0,0
Antony Auclair,TB,TE,8,1,11,11.0,1.4,0,3,3.7,0,0,0,0,0,0,0
John Ursua,SEA,WR,3,1,11,11.0,3.7,0,1,11.0,0,0,0,0,0,0,0
Scott Simonson,NYG,TE,5,2,11,5.5,2.2,0,2,5.5,0,0,0,0,0,0,0
Chris Manhertz,CAR,TE,15,1,11,11.0,0.7,0,1,11.0,0,0,0,0,0,0,0
Kevin Byard,TEN,S,16,1,11,11.0,0.7,0,1,11.0,0,0,0,0,0,0,0
Tyler Ervin,GB,RB,4,2,11,5.5,2.8,0,4,2.8,0,0,0,0,0,1,0
Levine Toilolo,SF,TE,13,2,10,5.0,0.8,0,2,5.0,0,0,0,0,0,0,0
Taiwan Jones,HOU,RB,11,1,9,9.0,0.8,0,1,9.0,0,0,0,0,0,0,0
Javorius Allen,NYG,RB,10,1,9,9.0,0.9,0,2,4.5,0,0,0,0,0,0,0
Paul Perkins,DET,RB,4,1,9,9.0,2.3,0,1,9.0,0,0,0,0,0,0,0
Ben Koyack,JAX,TE,11,1,9,9.0,0.8,0,3,3.0,0,0,0,0,0,0,0
Elijhaa Penny,NYG,FB,16,2,9,4.5,0.6,0,4,2.3,0,0,0,0,0,0,0
Kerrith Whyte,PIT,RB,6,1,9,9.0,1.5,0,1,9.0,0,0,0,0,0,0,0
Austin Carr,NO,WR,6,1,9,9.0,1.5,0,4,2.3,0,0,0,0,0,0,0
Ricky Ortiz,NO,FB,1,1,8,8.0,8.0,0,1,8.0,0,0,0,0,0,0,0
Jordan Thomas,HOU,TE,5,1,8,8.0,1.6,0,3,2.7,0,0,0,0,0,0,0
Qadree Ollison,ATL,RB,8,1,7,7.0,0.9,0,2,3.5,0,0,0,0,0,1,0
Chris Herndon,NYJ,TE,1,1,7,7.0,7.0,0,2,3.5,0,0,0,0,0,0,0
Cody Davis,JAX,S,16,1,7,7.0,0.4,0,1,7.0,0,0,0,0,0,0,0
Dwayne Harris,OAK,WR,3,1,7,7.0,2.3,0,1,7.0,0,0,0,0,0,0,0
De'Anthony Thomas,KC,WR,6,1,6,6.0,1.0,0,2,3.0,0,0,0,0,0,2,0
Deshaun Watson,HOU,QB,15,1,6,6.0,0.4,1,1,6.0,0,0,0,0,0,10,3
Dwayne Washington,NO,RB,16,1,6,6.0,0.4,0,1,6.0,0,0,0,0,0,0,0
Jeff Driskel,DET,QB,3,1,6,6.0,2.0,0,1,6.0,0,0,0,0,0,1,0
Jaleel Scott,BAL,WR,3,1,6,6.0,2.0,0,3,2.0,0,0,0,0,0,0,0
Dalton Schultz,DAL,TE,16,1,6,6.0,0.4,0,2,3.0,0,0,0,0,0,0,0
Alex Armah,CAR,FB,16,2,6,3.0,0.4,0,2,3.0,0,0,0,0,0,0,0
Tyrone Swoopes,SEA,TE,5,1,5,5.0,1.0,0,1,5.0,0,0,0,0,0,0,0
Bo Scarbrough,DET,RB,6,1,5,5.0,0.8,0,4,1.3,0,0,0,0,0,1,1
Jakob Johnson,NE,FB,4,1,5,5.0,1.3,0,2,2.5,0,0,0,0,0,0,0
Charles Jones,JAX,TE,4,1,5,5.0,1.3,0,1,5.0,0,0,0,0,0,0,0
Zach Gentry,PIT,TE,4,1,4,4.0,1.0,0,1,4.0,0,0,0,0,0,0,0
Darrell Daniels,ARI,TE,11,1,4,4.0,0.4,0,3,1.3,0,0,0,0,0,0,0
Krishawn Hogan,NO,WR,8,1,4,4.0,0.5,0,1,4.0,0,0,0,0,0,0,0
Roosevelt Nix,PIT,FB,3,2,4,2.0,1.3,0,3,1.3,0,0,0,0,0,0,0
Xavier Grimble,PIT,TE,3,1,3,3.0,1.0,0,3,1.0,0,0,0,0,0,0,0
Cyril Grayson,TB,WR,2,1,3,3.0,1.5,0,1,3.0,0,0,0,0,0,0,0
Jacoby Brissett,IND,QB,15,1,2,2.0,0.1,0,1,2.0,0,0,0,0,0,7,5
Eric Tomlinson,NE,TE,2,1,1,1.0,0.5,0,1,1.0,0,0,0,0,0,0,0
Dion Dawkins,BUF,OT,16,1,1,1.0,0.1,1,1,1.0,0,0,0,0,0,0,0
Senorise Perry,BUF,RB,11,1,1,1.0,0.1,0,1,1.0,0,0,0,0,0,0,0
David Quessenberry,TEN,OG,4,1,1,1.0,0.3,1,1,1.0,0,0,0,0,0,0,0
Dennis Kelly,TEN,OT,15,1,1,1.0,0.1,1,1,1.0,0,0,0,0,0,0,0
Vita Vea,TB,DT,16,1,1,1.0,0.1,1,1,1.0,0,0,0,0,0,0,0
Jason Sanders,MIA,K,16,1,1,1.0,0.1,1,1,1.0,0,0,0,0,0,0,0
Darrius Shepherd,GB,WR,6,1,1,1.0,0.2,0,2,0.5,0,0,0,0,0,1,1
Jon Hilliman,NYG,RB,3,3,1,0.3,0.3,0,4,0.3,0,0,0,0,0,2,2
Wes Hills,DET,RB,1,2,1,0.5,1.0,0,2,0.5,0,0,0,0,0,0,0
Christian Wilkins,MIA,DE,16,1,1,1.0,0.1,1,1,1.0,0,0,0,0,0,1,0
Michael Deiter,MIA,OG,16,1,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Jamal Agnew,DET,WR,13,1,-2,-2.0,-0.2,0,2,-1.0,0,0,0,0,0,1,1
Kaleb McGary,ATL,OT,16,1,-3,-3.0,-0.2,0,1,-3.0,0,0,0,0,0,0,0
Garrett Bradbury,MIN,C,16,1,-4,-4.0,-0.3,0,1,-4.0,0,0,0,0,0,0,0
Andy Dalton,CIN,QB,13,1,-4,-4.0,-0.3,0,1,-4.0,0,0,0,0,0,8,4
Quincy Enunwa,NYJ,WR,1,1,-4,-4.0,-4.0,0,3,-1.3,0,0,0,0,0,1,1
Wyatt Teller,CLE,OG,15,1,-5,-5.0,-0.3,0,1,-5.0,0,0,0,0,0,0,0
