,,,,Receiving,,,,,,,,,Big Receiving Games,,,Fumbles,
Jacquizz Rodgers,TB,RB,10,13,98,7.5,9.8,0,16,6.1,1,0,0,0,0,0,0
Roger Lewis,NYG,WR,13,7,97,13.9,7.5,2,19,5.1,2,0,0,0,0,0,0
Thomas Rawls,SEA,RB,9,13,96,7.4,10.7,0,17,5.6,1,0,0,0,0,0,0
Shane Vereen,NYG,RB,5,11,94,8.5,18.8,0,19,4.9,0,0,0,0,0,2,2
Dion Lewis,NE,RB,7,17,94,5.5,13.4,0,24,3.9,0,0,0,0,0,1,0
Jonathan Grimes,HOU,RB,10,13,94,7.2,9.4,0,18,5.2,0,0,0,0,0,0,0
TJ Jones,DET,WR,3,5,93,18.6,31.0,0,14,6.6,2,0,0,0,0,0,0
Jeff Janis,GB,WR,16,11,93,8.5,5.8,1,19,4.9,1,0,0,0,0,0,0
Ronnie Hillman,SD/MIN,RB,8,7,93,13.3,11.6,0,15,6.2,2,0,0,0,0,0,0
Stephen Anderson,HOU,TE,13,11,93,8.5,7.2,1,16,5.8,0,0,0,0,0,0,0
Tyler Kroft,CIN,TE,14,10,92,9.2,6.6,0,12,7.7,1,0,0,0,0,0,0
Larry Donnell,NYG,TE,14,15,92,6.1,6.6,1,22,4.2,0,0,0,0,0,1,1
Benny Cunningham,LAR,RB,11,16,91,5.7,8.3,0,21,4.3,0,0,0,0,0,1,0
Reggie Bush,BUF,RB,13,7,90,12.9,6.9,0,10,9.0,1,0,0,0,0,1,0
Greg Salas,BUF,WR,2,4,89,22.3,44.5,1,6,14.8,1,1,0,0,0,0,0
Aaron Burbridge,SF,WR,16,7,88,12.6,5.5,0,16,5.5,1,0,0,0,0,1,1
Tyler Higbee,LAR,TE,16,11,85,7.7,5.3,1,29,2.9,1,0,0,0,0,0,0
Blake Bell,SF,TE,13,4,85,21.3,6.5,0,9,9.4,2,1,0,0,0,0,0
Darren Waller,BAL,TE,12,10,85,8.5,7.1,2,17,5.0,0,0,0,0,0,0,0
Andre Johnson,TEN,WR,8,9,85,9.4,10.6,2,23,3.7,1,0,0,0,0,0,0
Justin Forsett,DEN/DET/BAL,RB,9,20,85,4.3,9.4,0,27,3.1,0,0,0,0,0,2,1
Andre Ellington,ARI,RB,16,12,85,7.1,5.3,0,19,4.5,0,0,0,0,0,0,0
Alex Collins,SEA,RB,11,11,84,7.6,7.6,0,11,7.6,0,0,0,0,0,2,1
Derek Watt,SD,FB,16,4,83,20.8,5.2,0,4,20.8,1,1,0,0,0,0,0
Anthony Fasano,TEN,TE,16,8,83,10.4,5.2,2,14,5.9,0,0,0,0,0,0,0
Brittan Golden,ARI,WR,12,8,82,10.3,6.8,1,14,5.9,1,0,0,0,0,1,1
Rob Kelley,WAS,RB,15,12,82,6.8,5.5,1,18,4.6,1,0,0,0,0,0,0
Bryce Treggs,PHI,WR,9,3,80,26.7,8.9,0,12,6.7,1,1,0,0,0,0,0
Dave Johnson,PIT,TE,16,7,80,11.4,5.0,0,11,7.3,1,0,0,0,0,0,0
Arian Foster,MIA,RB,4,6,78,13.0,19.5,0,10,7.8,1,1,0,0,0,1,0
Antone Smith,TB,RB,3,6,77,12.8,25.7,0,9,8.6,1,0,0,0,0,2,1
Rashard Higgins,CLE,WR,16,6,77,12.8,4.8,0,12,6.4,0,0,0,0,0,0,0
Tommylee Lewis,NO,WR,12,7,76,10.9,6.3,0,11,6.9,1,0,0,0,0,2,0
Ryan Grant,WAS,WR,16,9,76,8.4,4.8,0,19,4.0,0,0,0,0,0,0,0
Cody Latimer,DEN,WR,12,8,76,9.5,6.3,0,15,5.1,0,0,0,0,0,0,0
Kapri Bibbs,DEN,RB,12,2,75,37.5,6.3,1,4,18.8,0,0,0,0,0,0,0
Wendall Williams,HOU,WR,3,4,75,18.8,25.0,0,7,10.7,2,0,0,0,0,0,0
Matt Jones,WAS,RB,7,8,73,9.1,10.4,0,8,9.1,0,0,0,0,0,3,2
Marcel Reece,SEA,FB,4,5,73,14.6,18.3,0,5,14.6,1,0,0,0,0,0,0
Mike Tolbert,CAR,FB,16,10,72,7.2,4.5,1,15,4.8,0,0,0,0,0,0,0
John Phillips,DEN/NO,TE,16,10,72,7.2,4.5,1,15,4.8,0,0,0,0,0,0,0
Crockett Gillmore,BAL,OT,7,8,71,8.9,10.1,1,14,5.1,1,0,0,0,0,0,0
Alex Erickson,CIN,WR,16,6,71,11.8,4.4,0,8,8.9,1,0,0,0,0,3,0
Kenneth Farrow,SD,RB,13,13,70,5.4,5.4,0,16,4.4,0,0,0,0,0,2,1
John Kuhn,NO,FB,16,16,70,4.4,4.4,1,20,3.5,0,0,0,0,0,0,0
Geoff Swaim,DAL,TE,9,6,69,11.5,7.7,0,8,8.6,2,0,0,0,0,0,0
Keith Mumphery,HOU,WR,11,10,69,6.9,6.3,0,12,5.8,0,0,0,0,0,0,0
Jarius Wright,MIN,WR,8,11,67,6.1,8.4,1,14,4.8,0,0,0,0,0,0,0
Josh Doctson,WAS,WR,2,2,66,33.0,33.0,0,6,11.0,1,1,0,0,0,0,0
Maurice Harris,WAS,WR,10,8,66,8.3,6.6,0,12,5.5,0,0,0,0,0,1,0
Keenan Allen,SD,WR,1,6,63,10.5,63.0,0,7,9.0,0,0,0,0,0,0,0
Brandon Bostick,NYJ,TE,16,8,63,7.9,3.9,0,11,5.7,0,0,0,0,0,0,0
Phillip Supernaw,TEN,TE,15,4,62,15.5,4.1,0,5,12.4,1,0,0,0,0,0,0
Dwayne Washington,DET,RB,12,10,62,6.2,5.2,0,15,4.1,0,0,0,0,0,0,0
Dominique Jones,MIA,TE,9,7,61,8.7,6.8,1,10,6.1,1,0,0,0,0,0,0
Jonathan Stewart,CAR,RB,13,8,60,7.5,4.6,0,21,2.9,1,0,0,0,0,3,2
Jordan Cameron,MIA,TE,3,8,60,7.5,20.0,1,11,5.5,0,0,0,0,0,0,0
Brandon Myers,TB,TE,16,7,59,8.4,3.7,1,14,4.2,0,0,0,0,0,0,0
Nick Williams,ATL,WR,2,5,59,11.8,29.5,0,7,8.4,0,0,0,0,0,0,0
Jace Amaro,TEN,TE,3,3,59,19.7,19.7,0,4,14.8,1,0,0,0,0,0,0
Rhett Ellison,MIN,TE,15,9,57,6.3,3.8,0,14,4.1,1,0,0,0,0,0,0
Jerome Felton,BUF,FB,15,6,57,9.5,3.8,0,9,6.3,1,0,0,0,0,0,0
Ameer Abdullah,DET,RB,2,5,57,11.4,28.5,1,5,11.4,0,0,0,0,0,0,0
Wendell Smallwood,PHI,RB,13,6,55,9.2,4.2,0,13,4.2,0,0,0,0,0,1,1
Ka'Deem Carey,CHI,RB,12,5,55,11.0,4.6,0,7,7.9,0,0,0,0,0,0,0
Demarcus Ayers,PIT,WR,2,6,53,8.8,26.5,1,13,4.1,0,0,0,0,0,0,0
Patrick DiMarco,ATL,FB,16,7,52,7.4,3.3,1,10,5.2,0,0,0,0,0,0,0
Markus Wheaton,PIT,WR,3,4,51,12.8,17.0,1,9,5.7,1,0,0,0,0,0,0
Ifeanyi Momah,ARI,TE,5,2,50,25.0,10.0,0,4,12.5,2,0,0,0,0,0,0
Tavarres King,NYG,WR,7,2,50,25.0,7.1,0,4,12.5,1,1,0,0,0,0,0
Mike Gillislee,BUF,RB,15,9,50,5.6,3.3,1,11,4.5,0,0,0,0,0,1,0
C.J. Spiller,NYJ/SEA,RB,6,6,50,8.3,8.3,1,13,3.8,1,0,0,0,0,1,0
Lucky Whitehead,DAL,WR,15,3,48,16.0,3.2,0,3,16.0,1,0,0,0,0,3,1
Kenyan Drake,MIA,RB,16,9,46,5.1,2.9,0,10,4.6,0,0,0,0,0,1,0
Chris Moore,BAL,WR,15,7,46,6.6,3.1,0,16,2.9,0,0,0,0,0,1,0
Malcolm Brown,LAR,RB,16,3,46,15.3,2.9,0,3,15.3,1,0,0,0,0,1,1
Aaron Ripkowski,GB,FB,16,9,46,5.1,2.9,1,10,4.6,0,0,0,0,0,0,0
Malcolm Johnson,CLE,FB,7,5,44,8.8,6.3,0,7,6.3,1,0,0,0,0,1,1
Nick Boyle,BAL,TE,6,6,44,7.3,7.3,0,6,7.3,1,0,0,0,0,0,0
Andy Janovich,DEN,FB,11,5,44,8.8,4.0,0,7,6.3,0,0,0,0,0,0,0
Taiwan Jones,OAK,RB,13,4,43,10.8,3.3,0,4,10.8,0,0,0,0,0,0,0
Kenjon Barner,PHI,RB,13,5,42,8.4,3.2,0,11,3.8,0,0,0,0,0,0,0
Joshua Perkins,ATL,TE,8,3,42,14.0,5.3,1,5,8.4,1,0,0,0,0,0,0
Ben Braunecker,CHI,TE,13,4,41,10.3,3.2,0,6,6.8,0,0,0,0,0,0,0
Alfred Blue,HOU,RB,14,12,40,3.3,2.9,0,16,2.5,0,0,0,0,0,2,1
LeGarrette Blount,NE,RB,16,7,38,5.4,2.4,0,8,4.8,0,0,0,0,0,2,1
Alan Cross,TB,TE,14,6,38,6.3,2.7,1,10,3.8,0,0,0,0,0,0,0
Mike Thomas,LAR,WR,15,3,37,12.3,2.5,0,9,4.1,0,0,0,0,0,1,1
Bradley Marquez,LAR,WR,14,3,37,12.3,2.6,0,7,5.3,0,0,0,0,0,0,0
Jeremy Ross,ARI,WR,2,4,37,9.3,18.5,1,4,9.3,0,0,0,0,0,0,0
Dexter McCluster,SD,RB,6,7,36,5.1,6.0,0,11,3.3,0,0,0,0,0,0,0
Brandon Williams,SEA,TE,16,2,36,18.0,2.3,0,3,12.0,1,0,0,0,0,0,0
Quan Bray,IND,WR,6,3,36,12.0,6.0,0,4,9.0,1,0,0,0,0,0,0
Corey Grant,JAX,RB,11,4,35,8.8,3.2,1,7,5.0,0,0,0,0,0,0,0
Justin Perillo,GB,TE,9,4,35,8.8,3.9,0,5,7.0,0,0,0,0,0,0,0
De'Anthony Thomas,KC,WR,12,7,35,5.0,2.9,0,9,3.9,0,0,0,0,0,0,0
Danny Woodhead,SD,RB,2,6,35,5.8,17.5,1,8,4.4,0,0,0,0,0,0,0
Johnny Holton,OAK,WR,15,2,34,17.0,2.3,0,3,11.3,1,0,0,0,0,1,1
Fitzgerald Toussaint,PIT,RB,16,3,33,11.0,2.1,0,3,11.0,0,0,0,0,0,0,0
Rashad Greene,JAX,WR,8,5,32,6.4,4.0,0,8,4.0,0,0,0,0,0,4,1
Nick Vannett,SEA,TE,9,3,32,10.7,3.6,0,4,8.0,1,0,0,0,0,0,0
Quinton Dunbar,WAS,CB,14,1,31,31.0,2.2,0,1,31.0,1,0,0,0,0,1,1
Gavin Escobar,DAL,TE,16,4,30,7.5,1.9,1,7,4.3,0,0,0,0,0,0,0
Lee Smith,OAK,TE,4,6,29,4.8,7.3,0,6,4.8,0,0,0,0,0,0,0
Leonte Carroo,MIA,WR,14,3,29,9.7,2.1,1,6,4.8,0,0,0,0,0,0,0
Akeem Hunt,HOU,RB,8,3,29,9.7,3.6,0,4,7.3,1,0,0,0,0,2,0
Peyton Barber,TB,RB,15,5,28,5.6,1.9,0,6,4.7,0,0,0,0,0,0,0
Eddie Lacy,GB,RB,5,4,28,7.0,5.6,0,7,4.0,0,0,0,0,0,0,0
Niles Paul,WAS,TE,8,2,27,13.5,3.4,0,2,13.5,0,0,0,0,0,0,0
Danny Vitale,CLE,FB,9,4,27,6.8,3.0,0,5,5.4,0,0,0,0,0,0,0
Mike Davis,SF,RB,8,3,25,8.3,3.1,0,5,5.0,0,0,0,0,0,1,1
Knile Davis,KC/GB,RB,11,5,25,5.0,2.3,0,7,3.6,0,0,0,0,0,0,0
Sean McGrath,SD,TE,16,2,25,12.5,1.6,0,2,12.5,0,0,0,0,0,0,0
Trevor Davis,GB,WR,11,3,24,8.0,2.2,1,7,3.4,0,0,0,0,0,2,1
DeAndre Smelter,SF,WR,2,1,23,23.0,11.5,0,1,23.0,1,0,0,0,0,0,0
Luke Stocker,TB,TE,12,5,23,4.6,1.9,0,8,2.9,0,0,0,0,0,0,0
Griff Whalen,SD,WR,8,2,22,11.0,2.8,0,4,5.5,0,0,0,0,0,0,0
Denard Robinson,JAX,RB,13,3,22,7.3,1.7,0,5,4.4,0,0,0,0,0,0,0
Mike James,TB,RB,4,4,22,5.5,5.5,0,4,5.5,0,0,0,0,0,0,0
Matthew Lengel,NE,TE,6,2,22,11.0,3.7,1,3,7.3,0,0,0,0,0,0,0
Brandon Wilds,NYJ,RB,4,2,20,10.0,5.0,0,2,10.0,0,0,0,0,0,0,0
Devin Smith,NYJ,WR,4,1,20,20.0,5.0,0,3,6.7,1,0,0,0,0,0,0
Keith Smith,DAL,FB,16,3,20,6.7,1.3,0,3,6.7,0,0,0,0,0,0,0
Devin Street,IND,WR,5,1,20,20.0,4.0,0,6,3.3,1,0,0,0,0,0,0
Blake Bortles,JAX,QB,16,1,20,20.0,1.3,1,1,20.0,1,0,0,0,0,8,6
Clay Harbor,DET,TE,12,3,19,6.3,1.6,0,3,6.3,0,0,0,0,0,0,0
Shane Wynn,JAX,WR,5,1,19,19.0,3.8,0,3,6.3,0,0,0,0,0,0,0
Tyler Ervin,HOU,RB,12,3,18,6.0,1.5,0,5,3.6,0,0,0,0,0,3,2
Cole Wick,DET,TE,6,2,18,9.0,3.0,0,3,6.0,0,0,0,0,0,0,0
James Develin,NE,FB,16,3,18,6.0,1.1,0,6,3.0,0,0,0,0,0,0,0
Brenton Bersin,CAR,WR,10,2,17,8.5,1.7,0,6,2.8,0,0,0,0,0,0,0
Darren McFadden,DAL,RB,3,3,17,5.7,5.7,0,5,3.4,0,0,0,0,0,0,0
Connor Hamlett,CLE,TE,3,1,17,17.0,5.7,1,1,17.0,0,0,0,0,0,0,0
Damiere Byrd,CAR,WR,1,1,16,16.0,16.0,0,1,16.0,0,0,0,0,0,0,0
J.D. McKissic,SEA,RB,1,2,16,8.0,16.0,0,2,8.0,0,0,0,0,0,0,0
Laquon Treadwell,MIN,WR,9,1,15,15.0,1.7,0,3,5.0,0,0,0,0,0,0,0
Ross Travis,KC,TE,6,3,15,5.0,2.5,0,6,2.5,0,0,0,0,0,0,0
Javorius Allen,BAL,RB,8,3,15,5.0,1.9,0,4,3.8,0,0,0,0,0,0,0
Logan Paulsen,CHI,TE,16,3,15,5.0,0.9,0,10,1.5,0,0,0,0,0,0,0
Brandon Bolden,NE,RB,14,2,15,7.5,1.1,0,4,3.8,0,0,0,0,0,0,0
Russell Wilson,SEA,QB,16,2,14,7.0,0.9,1,2,7.0,0,0,0,0,0,8,2
Jamaal Charles,KC,RB,3,2,14,7.0,4.7,0,3,4.7,0,0,0,0,0,0,0
Jalston Fowler,TEN,FB,16,1,14,14.0,0.9,0,2,7.0,0,0,0,0,0,0,0
Gerald Christian,BUF,TE,3,1,14,14.0,4.7,0,2,7.0,0,0,0,0,0,0,0
MyCole Pruitt,CHI/MIN,TE,4,2,13,6.5,3.3,0,2,6.5,0,0,0,0,0,0,0
Je'Ron Hamm,SF,TE,5,2,13,6.5,2.6,0,4,3.3,0,0,0,0,0,0,0
Henry Krieger-Coble,DEN,TE,2,1,13,13.0,6.5,0,1,13.0,0,0,0,0,0,0,0
Dwayne Harris,NYG,WR,16,1,13,13.0,0.8,1,1,13.0,0,0,0,0,0,3,1
Ryan Hewitt,CIN,TE,16,2,13,6.5,0.8,0,3,4.3,0,0,0,0,0,0,0
Orleans Darkwa,NYG,RB,10,2,12,6.0,1.2,0,4,3.0,0,0,0,0,0,0,0
Jake Fisher,CIN,TE,15,1,12,12.0,0.8,0,1,12.0,0,0,0,0,0,1,1
Cameron Artis-Payne,CAR,RB,3,1,11,11.0,3.7,0,1,11.0,0,0,0,0,0,0,0
Daniel Lasco,NO,RB,7,2,11,5.5,1.6,0,4,2.8,0,0,0,0,0,0,0
Bralon Addison,CHI,WR,2,1,11,11.0,5.5,0,1,11.0,0,0,0,0,0,1,1
Terron Ward,ATL,RB,5,1,11,11.0,2.2,0,2,5.5,0,0,0,0,0,0,0
Alex Ellis,JAX,TE,6,3,11,3.7,1.8,0,4,2.8,0,0,0,0,0,0,0
Jeremy Butler,SD,WR,4,2,11,5.5,2.8,0,2,5.5,0,0,0,0,0,0,0
Alfred Morris,DAL,RB,14,3,11,3.7,0.8,0,6,1.8,0,0,0,0,0,0,0
Anthony Sherman,KC,FB,16,4,11,2.8,0.7,0,6,1.8,0,0,0,0,0,0,0
Lorenzo Taliaferro,BAL,FB,3,3,10,3.3,3.3,0,3,3.3,0,0,0,0,0,0,0
Derek Carrier,WAS,TE,8,2,10,5.0,1.3,0,2,5.0,0,0,0,0,0,0,0
Taylor Lewan,TEN,OT,16,1,10,10.0,0.6,1,1,10.0,0,0,0,0,0,0,0
Byron Marshall,PHI,RB,3,3,10,3.3,3.3,0,5,2.0,0,0,0,0,0,0,0
Chris Manhertz,CAR,TE,4,1,10,10.0,2.5,0,1,10.0,0,0,0,0,0,0,0
Tony Washington,JAX,WR,2,1,9,9.0,4.5,0,1,9.0,0,0,0,0,0,0,0
Rashad Ross,WAS,WR,5,1,8,8.0,1.6,0,1,8.0,0,0,0,0,0,0,0
Jared Abbrederis,GB,WR,5,1,8,8.0,1.6,0,2,4.0,0,0,0,0,0,0,0
Adrian Peterson,MIN,RB,3,3,8,2.7,2.7,0,6,1.3,0,0,0,0,0,1,1
Matthew Mulligan,DET,TE,8,1,8,8.0,1.0,0,1,8.0,0,0,0,0,0,0,0
Carson Wentz,PHI,QB,16,1,7,7.0,0.4,0,1,7.0,0,0,0,0,0,14,3
Paul McRoberts,LAR,WR,2,1,6,6.0,3.0,0,1,6.0,0,0,0,0,0,0,0
Percy Harvin,BUF,WR,2,2,6,3.0,3.0,0,4,1.5,0,0,0,0,0,0,0
Isaiah Pead,MIA,RB,3,1,6,6.0,2.0,0,1,6.0,0,0,0,0,0,0,0
Jay Prosch,HOU,FB,15,1,6,6.0,0.4,0,1,6.0,0,0,0,0,0,0,0
Kerwynn Williams,ARI,RB,10,1,6,6.0,0.6,0,2,3.0,0,0,0,0,0,0,0
Sam Bradford,MIN,QB,15,1,5,5.0,0.3,0,1,5.0,0,0,0,0,0,10,5
Troymaine Pope,SEA,RB,3,1,5,5.0,1.7,0,2,2.5,0,0,0,0,0,0,0
Roosevelt Nix,PIT,FB,10,2,5,2.5,0.5,0,2,2.5,0,0,0,0,0,0,0
Terrell Watson,PHI,RB,1,1,5,5.0,5.0,0,1,5.0,0,0,0,0,0,0,0
Randall Telfer,CLE,TE,14,2,4,2.0,0.3,0,7,0.6,0,0,0,0,0,0,0
George Farmer,SEA,RB,2,1,4,4.0,2.0,0,3,1.3,0,0,0,0,0,0,0
Rod Smith,DAL,RB,7,1,4,4.0,0.6,0,1,4.0,0,0,0,0,0,0,0
David Morgan,MIN,TE,12,1,4,4.0,0.3,0,1,4.0,0,0,0,0,0,0,0
Chase Reynolds,LAR,RB,16,1,4,4.0,0.3,0,1,4.0,0,0,0,0,0,0,0
Joe Webb,CAR,WR,14,1,3,3.0,0.2,0,3,1.0,0,0,0,0,0,0,0
Alex Smith,KC,QB,15,1,3,3.0,0.2,0,1,3.0,0,0,0,0,0,7,4
Jimmy Garoppolo,NE,QB,6,1,3,3.0,0.5,0,1,3.0,0,0,0,0,0,2,1
Jordan Payton,CLE,WR,4,1,3,3.0,0.8,0,3,1.0,0,0,0,0,0,0,0
Paul Lasike,CHI,FB,10,1,3,3.0,0.3,0,1,3.0,0,0,0,0,0,0,0
Marcus Murphy,NO,RB,3,1,3,3.0,1.0,0,1,3.0,0,0,0,0,0,0,0
D.J. Foster,NE,RB,3,1,2,2.0,0.7,0,2,1.0,0,0,0,0,0,0,0
Matt Barkley,CHI,QB,7,1,2,2.0,0.3,1,1,2.0,0,0,0,0,0,4,2
Donald Penn,OAK,OT,16,1,1,1.0,0.1,1,1,1.0,0,0,0,0,0,0,0
D.J. Tialavea,ATL,OT,2,1,1,1.0,0.5,1,1,1.0,0,0,0,0,0,0,0
Troy Niklas,ARI,TE,3,1,0,0.0,0.0,0,2,0.0,0,0,0,0,0,0,0
Jonathan Williams,BUF,RB,11,1,0,0.0,0.0,0,2,0.0,0,0,0,0,0,2,2
James O'Shaughnessy,KC,TE,16,2,-1,-0.5,-0.1,0,3,-0.3,0,0,0,0,0,0,0
Mack Brown,WAS,RB,9,1,-2,-2.0,-0.2,0,1,-2.0,0,0,0,0,0,0,0
Joique Bell,DET,RB,3,1,-2,-2.0,-0.7,0,1,-2.0,0,0,0,0,0,0,0
Brock Osweiler,HOU,QB,15,1,-14,-14.0,-0.9,0,1,-14.0,0,0,0,0,0,5,1
Blaine Gabbert,SF,QB,6,1,-16,-16.0,-2.7,0,1,-16.0,0,0,0,0,0,0,0
