,,,,Fantasy,Defensive Stats,,,,,,,
Kerry Hyder,DET,DE,16,54.0,23.0,13,36,8.0,0,1,0,0
Jason Jones,MIA,DE,14,45.0,22.0,14,36,3.5,0,1,0,0
Tramon Williams,CLE,CB,12,38.0,28.0,8,36,0.0,0,0,1,0
Corey Liuget,SD,DT,16,38.0,28.0,8,36,0.0,0,1,0,0
Clinton McDonald,TB,DT,12,43.0,25.0,11,36,3.5,0,0,0,0
Shaquil Barrett,DEN,LB,16,41.0,23.0,13,36,1.5,1,0,0,0
Michael Pierce,BAL,DT,16,39.0,19.0,16,35,2.0,0,0,0,0
NaVorro Bowman,SF,LB,4,41.0,24.0,11,35,1.0,1,0,1,0
Chris Long,NE,DE,16,47.0,22.0,13,35,4.0,1,1,0,0
Terrell Suggs,BAL,DE,15,57.0,28.0,7,35,8.0,3,0,0,0
Daryl Smith,TB,LB,16,39.0,28.0,7,35,0.0,0,1,1,0
Dominique Easley,LAR,LB,16,46.0,24.0,11,35,3.5,2,0,0,0
Darryl Morris,IND,CB,12,37.0,28.0,7,35,0.0,0,0,1,0
Robert Blanton,BUF,S,10,35.0,27.0,8,35,0.0,0,0,0,0
Tyrann Mathieu,ARI,S,10,41.0,33.0,2,35,1.0,1,0,1,0
Nickell Robey-Coleman,BUF,CB,16,55.0,32.0,3,35,0.0,1,1,2,2
Ezekiel Ansah,DET,DE,13,39.0,21.0,14,35,2.0,0,0,0,0
Robert Golden,PIT,S,13,36.0,20.0,14,34,0.0,0,1,0,0
Tamba Hali,KC,LB,16,43.0,24.0,10,34,3.5,0,1,0,0
Connor Barwin,PHI,LB,16,46.0,20.0,14,34,5.0,1,0,0,0
Gerald McCoy,TB,DT,15,56.0,26.0,8,34,7.0,2,2,0,0
Michael Bennett,SEA,DE,11,44.0,24.0,10,34,5.0,0,0,0,0
Jarran Reed,SEA,DT,15,37.0,13.0,21,34,1.5,0,0,0,0
Damien Wilson,DAL,LB,16,35.0,27.0,7,34,0.5,0,0,0,0
Su'a Cravens,WAS,S,11,38.0,24.0,10,34,1.0,0,0,1,0
Leonard Floyd,CHI,LB,12,57.0,23.0,10,33,7.0,1,1,0,1
Mike Hull,MIA,LB,16,35.0,18.0,15,33,0.0,0,0,1,0
Marcus Williams,NYJ,CB,13,41.0,29.0,4,33,1.0,1,0,2,0
Derrick Morgan,TEN,LB,15,51.0,24.0,9,33,9.0,0,0,0,0
Jerraud Powers,BAL,CB,13,39.0,26.0,7,33,1.0,0,0,2,0
Ziggy Hood,WAS,DT,16,37.0,17.0,16,33,1.0,1,0,0,0
Darius Butler,IND,S,12,41.0,27.0,6,33,0.0,1,0,3,0
Nate Allen,OAK,S,14,37.0,24.0,9,33,0.0,0,0,2,0
Ryan Kerrigan,WAS,DE,16,59.0,26.0,7,33,11.0,2,0,0,0
Jabaal Sheard,NE,DE,15,43.0,20.0,13,33,5.0,0,0,0,0
Malik Jackson,JAX,DT,16,48.0,28.0,5,33,6.5,0,1,0,0
Mike Daniels,GB,DT,16,43.0,25.0,8,33,4.0,0,1,0,0
Mychal Kendricks,PHI,LB,15,34.0,23.0,9,32,0.0,0,1,0,0
Abry Jones,JAX,DT,15,32.0,26.0,6,32,0.0,0,0,0,0
Kony Ealy,CAR,DE,16,48.0,19.0,13,32,5.0,2,0,1,0
Josh Mauro,ARI,DE,15,32.0,24.0,8,32,0.0,0,0,0,0
Jaylen Watkins,PHI,S,16,32.0,24.0,8,32,0.0,0,0,0,0
Cam Johnson,CLE,DE,12,42.0,20.0,12,32,3.0,2,0,0,0
Jimmy Smith,BAL,CB,11,32.0,29.0,3,32,0.0,0,0,0,0
Ricky Jean Francois,WAS,DT,16,35.0,17.0,15,32,1.5,0,0,0,0
Rob Ninkovich,NE,DE,12,42.0,17.0,15,32,4.0,1,0,0,0
Geno Atkins,CIN,DT,16,50.0,21.0,11,32,9.0,0,0,0,0
Dante Fowler,JAX,DE,16,40.0,23.0,9,32,4.0,0,0,0,0
Bryce Callahan,CHI,CB,11,32.0,31.0,1,32,0.0,0,0,0,0
Corey Moore,HOU,S,16,32.0,25.0,7,32,0.0,0,0,0,0
Craig Mager,SD,CB,11,35.0,20.0,11,31,0.0,0,1,1,0
Jalen Collins,ATL,CB,8,35.0,28.0,3,31,0.0,0,0,2,0
Trevor Williams,SD,CB,12,33.0,26.0,5,31,0.0,0,1,0,0
Leon Hall,NYG,CB,12,39.0,21.0,10,31,2.0,1,0,1,0
Tim Jernigan,BAL,DE,16,45.0,16.0,15,31,5.0,0,1,1,0
A.J. Klein,CAR,LB,15,37.0,17.0,14,31,1.0,2,0,0,0
Desmond Trufant,ATL,CB,9,41.0,25.0,6,31,2.0,2,0,1,0
Leonard Johnson,CAR,CB,10,32.0,22.0,8,30,1.0,0,0,0,0
Corey White,BUF,CB,15,34.0,22.0,8,30,0.0,0,0,2,0
LaRoy Reynolds,ATL,LB,16,32.0,18.0,12,30,0.0,0,1,0,0
Arthur Jones,IND,DT,8,30.0,15.0,15,30,0.0,0,0,0,0
Letroy Guion,GB,DT,15,30.0,20.0,10,30,0.0,0,0,0,0
Justin Simmons,DEN,S,13,36.0,25.0,5,30,1.0,0,0,2,0
Jihad Ward,OAK,LB,16,32.0,16.0,14,30,0.0,0,1,0,0
A'Shawn Robinson,DET,DT,16,34.0,22.0,8,30,2.0,0,0,0,0
Anthony Chickillo,PIT,LB,15,38.0,21.0,8,29,2.5,2,0,0,0
Denico Autry,OAK,DT,16,38.0,21.0,8,29,2.5,0,2,0,0
Beau Allen,PHI,DT,16,32.0,15.0,14,29,0.5,0,1,0,0
Cameron Wake,MIA,LB,16,64.0,22.0,7,29,11.5,5,0,1,0
Robert Ayers,TB,DE,12,44.0,21.0,8,29,6.5,1,0,0,0
Roman Harper,NO,S,16,29.0,25.0,4,29,0.0,0,0,0,0
Duron Harmon,NE,S,16,35.0,24.0,5,29,0.0,1,1,1,0
Jelani Jenkins,MIA,LB,9,29.0,15.0,14,29,0.0,0,0,0,0
Sylvester Williams,DEN,DT,16,31.0,20.0,9,29,1.0,0,0,0,0
Devin Taylor,DET,DE,16,39.0,21.0,7,28,4.5,1,0,0,0
B.W. Webb,NO,CB,14,30.0,25.0,3,28,0.0,0,0,1,0
Brian Robison,MIN,DE,16,49.0,18.0,10,28,7.5,3,0,0,0
Brandon Flowers,SD,CB,6,36.0,24.0,4,28,0.0,0,0,1,1
Philip Wheeler,ATL,LB,16,28.0,18.0,10,28,0.0,0,0,0,0
Tyvon Branch,ARI,S,6,28.0,25.0,3,28,0.0,0,0,0,0
David Bruton,WAS,S,4,30.0,20.0,8,28,1.0,0,0,0,0
Steve McLendon,NYJ,DT,11,37.0,20.0,8,28,3.5,1,0,0,0
Donald Butler,MIA,LB,14,28.0,17.0,11,28,0.0,0,0,0,0
Lawrence Guy,BAL,DT,16,34.0,14.0,14,28,1.0,1,1,0,0
Tyrone Crawford,DAL,DT,14,41.0,16.0,12,28,4.5,0,2,0,0
Martrell Spaight,WAS,LB,14,30.0,20.0,8,28,0.0,0,0,1,0
Rashard Robinson,SF,CB,14,30.0,25.0,3,28,0.0,0,0,1,0
Miles Killebrew,DET,S,16,30.0,23.0,5,28,0.0,0,0,1,0
Chris Jones,KC,DT,16,32.0,17.0,11,28,2.0,0,0,0,0
Joe Schobert,CLE,LB,16,29.0,19.0,9,28,0.5,0,0,0,0
Javon Hargrave,PIT,DT,15,39.0,18.0,9,27,2.0,0,1,0,1
Matt Judon,BAL,LB,14,37.0,12.0,15,27,4.0,0,1,0,0
Kentrell Brice,GB,S,16,29.0,23.0,4,27,0.0,0,1,0,0
Antwione Williams,DET,LB,14,29.0,17.0,10,27,0.0,0,1,0,0
Mario Addison,CAR,DE,14,52.0,22.0,5,27,9.5,2,1,0,0
Sam Acho,CHI,LB,16,31.0,18.0,9,27,1.0,1,0,0,0
Sean Weatherspoon,ATL,LB,4,27.0,21.0,6,27,0.0,0,0,0,0
Rey Maualuga,CIN,LB,14,29.0,17.0,10,27,0.0,0,0,1,0
Steven Terrell,SEA,CB,16,29.0,17.0,10,27,0.0,0,1,0,0
Dontari Poe,KC,DT,16,32.0,18.0,9,27,1.5,1,0,0,0
Morris Claiborne,DAL,CB,7,30.0,24.0,2,26,0.0,0,1,1,0
Trevin Wade,NYG,CB,16,34.0,24.0,2,26,0.0,0,1,0,1
Star Lotulelei,CAR,DT,16,36.0,14.0,12,26,4.0,1,0,0,0
Tyrunn Walker,DET,DT,15,28.0,15.0,11,26,0.0,0,1,0,0
DaQuan Jones,TEN,DT,16,37.0,17.0,9,26,1.5,0,1,0,1
Keith Reaser,SF,CB,15,30.0,23.0,3,26,0.0,2,0,0,0
Charles Johnson,CAR,DE,13,40.0,14.0,12,26,4.0,3,0,0,0
Mitch Unrein,CHI,DE,13,28.0,12.0,14,26,1.0,0,0,0,0
Patrick Robinson,IND,CB,7,28.0,19.0,7,26,0.0,1,0,0,0
Karl Klug,TEN,DE,14,29.0,13.0,13,26,1.5,0,0,0,0
Vinny Curry,PHI,DE,16,31.0,18.0,8,26,2.5,0,0,0,0
Brandon Williams,ARI,CB,13,26.0,22.0,4,26,0.0,0,0,0,0
Quinton Dunbar,WAS,CB,14,32.0,23.0,3,26,1.0,0,1,1,0
Christian Covington,HOU,DT,16,28.0,16.0,10,26,1.0,0,0,0,0
Eric Rowe,NE,S,9,28.0,20.0,6,26,0.0,0,0,1,0
Mike Purcell,SF,DT,15,28.0,17.0,9,26,0.0,1,0,0,0
Jacoby Glenn,CHI,CB,7,30.0,23.0,3,26,0.0,1,0,1,0
Kevin Johnson,HOU,CB,6,27.0,22.0,3,25,0.0,0,1,0,0
Dexter McCoil,SD,S,16,27.0,21.0,4,25,0.0,0,0,1,0
Romeo Okwara,NYG,DE,16,27.0,12.0,13,25,1.0,0,0,0,0
TJ Carrie,OAK,CB,16,31.0,22.0,3,25,0.0,1,1,1,0
Jack Crawford,DAL,DE,16,32.0,13.0,12,25,3.5,0,0,0,0
Chris Prosinski,CHI,S,16,25.0,19.0,6,25,0.0,0,0,0,0
Brooks Reed,ATL,LB,15,31.0,17.0,8,25,2.0,1,0,0,0
Paul Kruger,NO,LB,15,34.0,20.0,5,25,1.5,1,2,0,0
Max Bullough,HOU,LB,16,25.0,19.0,6,25,0.0,0,0,0,0
Benson Mayowa,DAL,DE,13,41.0,15.0,10,25,6.0,1,1,0,0
Coty Sensabaugh,LAR/NYG,CB,13,27.0,22.0,3,25,0.0,1,0,0,0
Courtney Upshaw,ATL,DE,13,30.0,15.0,9,24,1.0,1,1,0,0
Bennie Logan,PHI,DT,13,35.0,16.0,8,24,2.5,2,1,0,0
Brynden Trawick,OAK,S,15,26.0,16.0,8,24,0.0,0,0,1,0
Clay Matthews,GB,LB,12,36.0,20.0,4,24,5.0,1,0,0,0
Glenn Dorsey,SF,DE,12,26.0,20.0,4,24,1.0,0,0,0,0
Myles Jack,JAX,LB,16,25.0,18.0,6,24,0.5,0,0,0,0
Bud Dupree,PIT,LB,7,35.0,19.0,5,24,4.5,1,0,0,0
Ethan Westbrooks,LAR,DE,16,36.0,18.0,6,24,2.0,0,1,0,1
Tyeler Davison,NO,DT,15,23.0,9.0,14,23,0.0,0,0,0,0
Jordan Phillips,MIA,DE,16,26.0,13.0,10,23,0.5,0,0,1,0
Rakeem Nunez-Roches,KC,DE,11,25.0,14.0,9,23,1.0,0,0,0,0
Maliek Collins,DAL,DT,16,37.0,17.0,6,23,5.0,1,1,0,0
Yannick Ngakoue,JAX,DE,16,49.0,20.0,3,23,8.0,4,0,1,0
Deon Simon,NYJ,DE,16,26.0,12.0,11,23,1.5,0,0,0,0
Chris Jones,MIA/SF,DE,13,23.0,16.0,7,23,0.0,0,0,0,0
Julius Peppers,GB,DE,16,44.0,15.0,8,23,7.5,2,1,0,0
Eugene Sims,LAR,DE,16,30.0,18.0,5,23,2.5,0,1,0,0
Josh McNary,IND,LB,16,25.0,13.0,10,23,0.0,1,0,0,0
Jeff Heath,DAL,S,16,25.0,16.0,7,23,0.0,0,0,1,0
Jaye Howard,KC,DT,8,25.0,18.0,5,23,1.0,0,0,0,0
Julian Stanford,NYJ,LB,9,22.0,15.0,7,22,0.0,0,0,0,0
Johnson Bademosi,DET,CB,16,24.0,19.0,3,22,0.0,0,0,1,0
Datone Jones,GB,DE,15,24.0,17.0,5,22,1.0,0,0,0,0
Keith McGill,OAK,S,16,22.0,16.0,6,22,0.0,0,0,0,0
Aaron Colvin,JAX,CB,10,24.0,18.0,4,22,1.0,0,0,0,0
Cassius Marsh,SEA,LB,16,32.0,15.0,7,22,3.0,1,1,0,0
Adrian Clayborn,ATL,DE,13,39.0,19.0,3,22,4.5,0,1,0,1
Cedric Thornton,DAL,DT,13,29.0,12.0,10,22,1.5,1,1,0,0
Jonathan Babineaux,ATL,DT,16,22.0,14.0,8,22,0.0,0,0,0,0
Haloti Ngata,DET,DT,13,25.0,11.0,11,22,1.5,0,0,0,0
Sen'Derrick Marks,JAX,DT,16,31.0,18.0,4,22,3.5,0,1,0,0
Koa Misi,MIA,LB,3,22.0,11.0,11,22,0.0,0,0,0,0
Jude Adjei-Barimah,TB,CB,10,28.0,22.0,0,22,2.0,1,0,0,0
Justin March,KC,LB,5,22.0,15.0,7,22,0.0,0,0,0,0
Deon Bush,CHI,S,11,22.0,17.0,5,22,0.0,0,0,0,0
D.J. Reader,HOU,DT,16,24.0,7.0,15,22,1.0,0,0,0,0
Kevon Seymour,BUF,CB,15,22.0,20.0,2,22,0.0,0,0,0,0
Joshua Perry,SD,LB,15,24.0,16.0,6,22,0.0,1,0,0,0
Noah Spence,TB,DE,16,39.0,16.0,6,22,5.5,3,0,0,0
LeShaun Sims,TEN,CB,13,28.0,19.0,3,22,0.0,0,2,1,0
Will Parks,DEN,S,16,26.0,17.0,5,22,0.0,0,1,1,0
Patrick Onwuasor,BAL,LB,11,23.0,9.0,12,21,0.0,1,0,0,0
Hassan Ridgeway,IND,DT,16,24.0,8.0,13,21,1.5,0,0,0,0
Kenny Clark,GB,DT,16,25.0,13.0,8,21,0.0,0,2,0,0
Nick Vigil,CIN,LB,16,21.0,15.0,6,21,0.0,0,0,0,0
Adolphus Washington,BUF,DT,15,26.0,12.0,9,21,2.5,0,0,0,0
Darryl Roberts,NYJ,CB,12,21.0,19.0,2,21,0.0,0,0,0,0
Delvin Breaux,NO,CB,6,21.0,18.0,3,21,0.0,0,0,0,0
DeAndre Levy,DET,LB,5,21.0,16.0,5,21,0.0,0,0,0,0
Vince Wilfork,HOU,DT,15,21.0,9.0,12,21,0.0,0,0,0,0
Brandon Mebane,SD,DT,10,25.0,17.0,4,21,1.0,0,0,1,0
Erin Henderson,NYJ,LB,5,21.0,12.0,9,21,0.0,0,0,0,0
Akeem Ayers,IND,LB,16,27.0,14.0,7,21,2.0,0,0,1,0
Justin Houston,KC,DE,5,31.0,20.0,1,21,4.0,1,0,0,0
Cameron Heyward,PIT,DE,7,29.0,17.0,4,21,3.0,0,1,0,0
Arthur Moats,PIT,DE,16,28.0,9.0,12,21,3.5,0,0,0,0
Corey Peters,ARI,DT,15,21.0,12.0,9,21,0.0,0,0,0,0
Justin Ellis,OAK,DE,16,21.0,15.0,6,21,0.0,0,0,0,0
Nat Berhe,NYG,S,7,23.0,17.0,4,21,0.0,1,0,0,0
Paul Worrilow,ATL,LB,12,25.0,14.0,7,21,0.0,0,2,0,0
Cornelius Washington,CHI,DT,15,24.0,14.0,6,20,2.0,0,0,0,0
Charles James,IND/HOU,DB,13,20.0,17.0,3,20,0.0,0,0,0,0
Eddie Pleasant,HOU,S,14,20.0,16.0,4,20,0.0,0,0,0,0
Kendall Reyes,KC/WAS,DE,12,22.0,15.0,5,20,1.0,0,0,0,0
Aaron Williams,BUF,S,7,28.0,13.0,7,20,0.0,0,1,0,1
Robert Mathis,IND,LB,14,46.0,15.0,5,20,5.0,3,2,0,1
Xavier Cooper,CLE,DE,13,20.0,11.0,9,20,0.0,0,0,0,0
Za'Darius Smith,BAL,LB,13,24.0,10.0,10,20,1.0,1,0,0,0
Robert Nelson,HOU,S,11,22.0,17.0,3,20,0.0,0,0,1,0
Carl Nassib,CLE,LB,14,25.0,15.0,5,20,2.5,0,0,0,0
Tyler Matakevich,PIT,LB,16,20.0,16.0,4,20,0.0,0,0,0,0
Sheldon Rankins,NO,DT,9,30.0,15.0,5,20,4.0,1,0,0,0
Cory Littleton,LAR,LB,16,20.0,15.0,5,20,0.0,0,0,0,0
Tracy Howard,CLE,CB,15,20.0,15.0,5,20,0.0,0,0,0,0
Blake Countess,LAR,S,5,22.0,12.0,8,20,1.0,0,0,0,0
Vincent Valentine,NE,DT,13,21.0,11.0,8,19,1.0,0,0,0,0
David Mayo,CAR,LB,15,19.0,16.0,3,19,0.0,0,0,0,0
Jayrone Elliott,GB,LB,11,21.0,14.0,5,19,1.0,0,0,0,0
John Timu,CHI,LB,11,19.0,16.0,3,19,0.0,0,0,0,0
Steve Williams,LAR/SD,CB,6,19.0,18.0,1,19,0.0,0,0,0,0
Michael Brockers,LAR,DE,14,19.0,14.0,5,19,0.0,0,0,0,0
Billy Winn,DEN,DE,16,21.0,8.0,11,19,0.0,0,1,0,0
Nate Ebner,NE,S,16,21.0,13.0,6,19,0.0,1,0,0,0
Neiko Thorpe,SEA,CB,15,19.0,13.0,6,19,0.0,0,0,0,0
Akeem Spence,TB,DT,16,20.0,10.0,9,19,0.5,0,0,0,0
Terrance Mitchell,KC,CB,7,19.0,17.0,2,19,0.0,0,0,0,0
Khyri Thornton,DET,DT,13,23.0,14.0,5,19,1.0,1,0,0,0
Zach Kerr,IND,DT,12,26.0,11.0,8,19,2.5,0,1,0,0
Ra'Shede Hageman,ATL,DT,12,22.0,11.0,7,18,2.0,0,0,0,0
Tank Carradine,SF,DE,13,18.0,10.0,8,18,0.0,0,0,0,0
Al Woods,TEN,DT,12,18.0,14.0,4,18,0.0,0,0,0,0
Dan Skuta,JAX,LB,13,18.0,15.0,3,18,0.0,0,0,0,0
Greg Toler,WAS,CB,16,20.0,15.0,3,18,0.0,0,1,0,0
Eddie Goldman,CHI,DT,6,23.0,12.0,6,18,2.5,0,0,0,0
Jonathan Bullard,CHI,DE,14,20.0,15.0,3,18,1.0,0,0,0,0
Kyler Fackrell,GB,LB,13,24.0,16.0,2,18,2.0,1,0,0,0
David Onyemata,NO,DT,16,18.0,11.0,7,18,0.0,0,0,0,0
Darius Latham,OAK,DT,14,17.0,8.0,9,17,0.0,0,0,0,0
D.J. Alexander,KC,LB,16,19.0,14.0,3,17,0.0,1,0,0,0
C.J. Goodwin,ATL,CB,14,17.0,14.0,3,17,0.0,0,0,0,0
Tom Johnson,MIN,DT,14,23.0,11.0,6,17,2.0,0,0,1,0
Kenneth Acker,KC,CB,9,17.0,16.0,1,17,0.0,0,0,0,0
David Irving,DAL,DT,15,35.0,12.0,5,17,4.0,4,1,0,0
Ramon Humber,BUF,LB,16,17.0,15.0,2,17,0.0,0,0,0,0
Dan Williams,OAK,DT,16,18.0,11.0,6,17,0.5,0,0,0,0
Dekoda Watson,DEN,DE,16,21.0,13.0,4,17,1.0,1,0,0,0
James Laurinaitis,NO,LB,5,19.0,9.0,8,17,0.0,0,1,0,0
Darryl Tapp,NO,DE,16,20.0,12.0,5,17,0.5,0,1,0,0
Earl Mitchell,MIA,DT,9,17.0,11.0,6,17,0.0,0,0,0,0
Davon House,JAX,CB,16,17.0,14.0,3,17,0.0,0,0,0,0
Margus Hunt,CIN,DT,15,17.0,9.0,8,17,0.0,0,0,0,0
Manti Te'o,SD,LB,3,17.0,11.0,6,17,0.0,0,0,0,0
Lerentee McCray,BUF,DE,13,19.0,9.0,8,17,0.0,1,0,0,0
Stacy McGee,OAK,DT,9,26.0,14.0,3,17,2.5,2,0,0,0
Daniel McCullers,PIT,DT,16,19.0,10.0,7,17,1.0,0,0,0,0
Marcus Smith,PHI,LB,16,21.0,12.0,4,16,2.5,0,0,0,0
Jordan Dangerfield,PIT,S,14,16.0,5.0,11,16,0.0,0,0,0,0
Christian Jones,CHI,LB,16,16.0,10.0,6,16,0.0,0,0,0,0
Jonathan Meeks,BUF,S,16,18.0,12.0,4,16,0.0,0,1,0,0
David Bass,TEN,DE,13,16.0,10.0,6,16,0.0,0,0,0,0
Terence Garvin,WAS,LB,16,17.0,10.0,6,16,0.5,0,0,0,0
Bruce Carter,NYJ,LB,13,16.0,9.0,7,16,0.0,0,0,0,0
Pernell McPhee,CHI,LB,9,26.0,13.0,3,16,4.0,1,0,0,0
Alterraun Verner,TB,CB,16,18.0,15.0,1,16,0.0,0,0,1,0
Sherrick McManis,CHI,S,16,16.0,15.0,1,16,0.0,0,0,0,0
James Ihedigbo,BUF,DB,4,16.0,10.0,6,16,0.0,0,0,0,0
Kyle Love,CAR,DT,10,23.0,8.0,8,16,1.5,1,1,0,0
Trent Cole,IND,LB,7,20.0,11.0,5,16,2.0,0,0,0,0
DeAngelo Hall,WAS,S,3,16.0,10.0,6,16,0.0,0,0,0,0
Cullen Jenkins,WAS,DE,15,19.0,10.0,6,16,1.5,0,0,0,0
Lorenzo Mauldin,NYJ,LB,11,23.0,7.0,9,16,2.5,0,0,1,0
Stephone Anthony,NO,LB,10,16.0,12.0,4,16,0.0,0,0,0,0
Brandon Copeland,DET,LB,16,18.0,11.0,5,16,0.0,1,0,0,0
Brock Coyle,SEA,LB,12,18.0,7.0,9,16,1.0,0,0,0,0
Juston Burris,NYJ,S,16,18.0,13.0,3,16,0.0,0,0,1,0
Ronald Blair,SF,DE,16,22.0,11.0,5,16,3.0,0,0,0,0
Thurston Armbrister,DET,LB,14,15.0,14.0,1,15,0.0,0,0,0,0
Arik Armstead,SF,DE,8,22.0,9.0,6,15,2.5,1,0,0,0
Ben Heeney,OAK,LB,4,15.0,13.0,2,15,0.0,0,0,0,0
Rodney Gunter,ARI,DT,16,20.0,7.0,8,15,1.5,0,1,0,0
Destiny Vaeao,PHI,DT,16,21.0,9.0,6,15,2.0,1,0,0,0
DeMarcus Ware,DEN,LB,10,23.0,9.0,6,15,4.0,0,0,0,0
Wallace Gilberry,DET/CIN,DE,9,20.0,11.0,4,15,2.5,0,0,0,0
Cam Thomas,LAR,DE,16,17.0,11.0,4,15,1.0,0,0,0,0
Josh Martin,NYJ,LB,15,16.0,8.0,7,15,0.5,0,0,0,0
Will Sutton,CHI,DT,8,15.0,8.0,7,15,0.0,0,0,0,0
Dontae Johnson,SF,CB,15,15.0,11.0,4,15,0.0,0,0,0,0
Will Clarke,CIN,DE,16,23.0,10.0,5,15,4.0,0,0,0,0
Jay Bromley,NYG,DT,15,16.0,9.0,5,14,1.0,0,0,0,0
Cody Davis,LAR,S,15,16.0,9.0,5,14,0.0,0,0,1,0
Peyton Thompson,JAX,S,15,14.0,10.0,4,14,0.0,0,0,0,0
Tourek Williams,SD,LB,16,16.0,9.0,5,14,1.0,0,0,0,0
Ron Brooks,PHI,CB,6,16.0,12.0,2,14,0.0,0,1,0,0
Antonio Cromartie,IND,CB,4,14.0,14.0,0,14,0.0,0,0,0,0
Ricardo Mathews,PIT,DE,16,16.0,8.0,6,14,1.0,0,0,0,0
Don Carey,DET,S,14,16.0,12.0,2,14,0.0,1,0,0,0
Jarvis Jenkins,NYJ/KC,DE,16,14.0,12.0,2,14,0.0,0,0,0,0
Aaron Wallace,TEN,LB,10,16.0,11.0,3,14,1.0,0,0,0,0
DaVonte Lambert,TB,DE,11,16.0,9.0,5,14,0.0,1,0,0,0
Adarius Taylor,TB,LB,16,14.0,12.0,2,14,0.0,0,0,0,0
Demontre Hurst,CHI,CB,10,18.0,14.0,0,14,1.0,0,0,1,0
Terrence Fede,MIA,LB,9,16.0,6.0,8,14,0.0,0,1,0,0
Demetri Goodson,GB,CB,6,14.0,10.0,4,14,0.0,0,0,0,0
Trovon Reed,SD,CB,6,18.0,14.0,0,14,0.0,0,0,2,0
Jonathan Jones,NE,CB,16,18.0,10.0,4,14,0.0,1,1,0,0
Austin Johnson,TEN,DE,10,15.0,7.0,7,14,0.5,0,0,0,0
Adam Gotsis,DEN,DE,16,16.0,5.0,9,14,0.0,0,1,0,0
Shaq Lawson,BUF,DE,10,19.0,7.0,6,13,2.0,1,0,0,0
Anthony Zettel,DET,DE,13,15.0,10.0,3,13,1.0,0,0,0,0
Vernon Butler,CAR,DT,10,18.0,5.0,8,13,1.5,0,1,0,0
Tenny Palepoi,SD,DT,13,15.0,6.0,7,13,0.0,0,1,0,0
Brennan Scarlett,HOU,LB,7,13.0,6.0,7,13,0.0,0,0,0,0
C.J. Wilson,CHI,DE,6,15.0,9.0,4,13,1.0,0,0,0,0
Mario Williams,MIA,DE,13,16.0,9.0,4,13,1.5,0,0,0,0
Frostee Rucker,ARI,DE,13,15.0,7.0,6,13,0.0,1,0,0,0
Tyson Jackson,ATL,DE,16,13.0,5.0,8,13,0.0,0,0,0,0
John Jenkins,SEA/NO,DT,9,13.0,6.0,7,13,0.0,0,0,0,0
Alex Okafor,ARI,DE,15,24.0,10.0,3,13,3.5,1,1,0,0
Emmanuel Lamur,MIN,LB,16,13.0,5.0,8,13,0.0,0,0,0,0
Damion Square,SD,DT,11,18.0,8.0,5,13,2.5,0,0,0,0
Jason Verrett,SD,CB,4,15.0,11.0,2,13,0.0,0,0,1,0
Aaron Lynch,SF,DE,7,16.0,12.0,1,13,1.5,0,0,0,0
Anthony Johnson,NYJ/NE,DT,11,12.0,6.0,6,12,0.0,0,0,0,0
Stefan Charles,DET,DT,12,12.0,7.0,5,12,0.0,0,0,0,0
Daren Bates,OAK,LB,16,12.0,8.0,4,12,0.0,0,0,0,0
Nate Palmer,TEN,LB,14,12.0,7.0,5,12,0.0,0,0,0,0
Josh Robinson,TB,S,16,12.0,12.0,0,12,0.0,0,0,0,0
Jerel Worthy,BUF,DT,13,12.0,5.0,7,12,0.0,0,0,0,0
Audie Cole,MIN,LB,16,12.0,7.0,5,12,0.0,0,0,0,0
Jared Odrick,JAX,DT,6,16.0,9.0,3,12,1.0,1,0,0,0
Chris Maragos,PHI,S,16,12.0,10.0,2,12,0.0,0,0,0,0
Stephen Paea,CLE,DT,13,13.0,6.0,6,12,0.5,0,0,0,0
Mike Morgan,SEA,LB,9,14.0,7.0,5,12,0.0,0,0,1,0
Kevin Pierre-Louis,SEA,LB,13,12.0,7.0,5,12,0.0,0,0,0,0
Kerry Wynn,NYG,DE,14,15.0,6.0,6,12,0.5,0,1,0,0
Henry Anderson,IND,DE,11,14.0,9.0,3,12,0.0,0,1,0,0
De'Vante Bausby,CHI,CB,4,12.0,11.0,1,12,0.0,0,0,0,0
Deshazor Everett,WAS,S,16,14.0,12.0,0,12,0.0,0,0,1,0
De'Vante Harris,NO,CB,10,14.0,10.0,2,12,0.0,0,1,0,0
D.J. White,KC,CB,11,13.0,10.0,1,11,0.0,0,0,1,0
Brian Peters,HOU,LB,12,11.0,7.0,4,11,0.0,0,0,0,0
Darius Philon,SD,DE,14,13.0,7.0,4,11,1.0,0,0,0,0
Matthias Farley,IND,S,16,11.0,8.0,3,11,0.0,0,0,0,0
Corbin Bryant,BUF,DT,8,11.0,5.0,6,11,0.0,0,0,0,0
Akeem Dent,HOU,LB,16,11.0,9.0,2,11,0.0,0,0,0,0
Anthony Levine,BAL,S,16,11.0,7.0,4,11,0.0,0,0,0,0
Darrell Stuckey,SD,S,16,13.0,10.0,1,11,0.0,0,1,0,0
Elvis Dumervil,BAL,LB,8,23.0,9.0,2,11,3.0,2,1,0,0
LaVar Edwards,CAR/IND,DE,10,15.0,8.0,3,11,2.0,0,0,0,0
Barkevious Mingo,NE,LB,16,11.0,9.0,2,11,0.0,0,0,0,0
Wes Horton,CAR,DE,11,24.0,3.0,8,11,2.5,2,2,0,0
