,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Chris Moore,BAL,WR,16,25,19,196,275,11.0,0.6,125,76.0,0.0,5.9,4.7,71,3.7,36.2,0,1
DeAndre Carter,HOU,WR,7,23,20,195,79,3.3,0.4,56,83.3,0.0,1.9,4.9,139,7.0,71.3,0,0
Elijah McGuire,NYJ,RB,8,31,19,193,144,4.6,0.5,24,61.3,6.5,3.3,6.1,169,8.9,87.6,0,0
Corey Clement,PHI,RB,11,25,22,192,-32,-1.3,-0.1,-75,88.0,0.0,-0.7,4.2,267,12.1,139.1,0,0
TJ Jones,DET,WR,15,26,19,190,247,9.5,0.5,146,73.1,0.0,6.7,4.7,44,2.3,23.2,0,1
Cody Latimer,NYG,WR,6,16,11,190,304,19.0,1.5,153,68.8,0.0,7.3,2.8,37,3.4,19.5,0,0
Torrey Smith,CAR,WR,11,31,17,190,432,13.9,1.3,141,54.8,3.2,10.8,5.7,49,2.9,25.8,1,0
Russell Shepard,NYG,WR,12,19,10,188,328,17.3,1.8,170,52.6,5.3,7.9,3.3,18,1.8,9.6,0,0
Travis Benjamin,LAC,WR,12,24,12,186,470,19.6,1.7,118,50.0,12.5,11.8,4.8,81,6.8,43.5,0,0
Josh Hill,NO,TE,16,24,16,185,79,3.3,0.1,13,66.7,8.3,2.2,4.7,172,10.8,93.0,0,0
Leonard Fournette,JAX,RB,8,26,22,185,-29,-1.1,-0.1,-36,84.6,3.8,-0.8,5.0,221,10.0,119.5,0,0
Charles Clay,BUF,TE,13,36,21,184,275,7.6,0.5,108,58.3,8.3,5.8,7.5,89,4.2,48.4,0,0
Tyler Eifert,CIN,TE,4,19,15,179,174,9.2,1.3,126,78.9,5.3,4.1,3.6,53,3.5,29.6,2,0
Isaiah McKenzie,BUF,WR,7,30,18,179,226,7.5,1.0,105,60.0,3.3,4.8,6.3,77,4.3,43.0,0,1
DJ Chark,JAX,WR,11,32,14,174,313,9.8,1.1,129,43.8,6.3,8.7,6.1,45,3.2,25.9,1,0
Chad Williams,ARI,WR,10,46,17,171,598,13.3,1.4,154,37.8,6.7,15.7,9.5,17,1.0,9.9,0,0
Mark Ingram,NO,RB,12,27,21,170,17,0.6,0.0,17,77.8,3.7,0.5,5.3,157,7.5,92.4,0,0
Lance Kendricks,GB,TE,16,25,19,170,136,5.4,0.4,55,76.0,12.0,2.6,4.1,115,6.1,67.6,0,0
Ty Montgomery,GB,RB,7,23,15,170,14,0.6,0.1,13,68.2,4.5,0.3,3.6,157,10.5,92.4,0,0
Alex Erickson,CIN,WR,16,29,20,167,268,9.2,0.7,92,69.0,6.9,6.3,5.5,79,4.0,47.3,2,0
Jaron Brown,SEA,WR,16,19,14,166,234,11.7,0.7,118,70.0,0.0,6.6,5.0,48,3.4,28.9,0,0
Luke Stocker,TEN,TE,16,21,15,165,155,7.4,0.3,95,71.4,4.8,5.0,5.0,70,4.7,42.4,0,0
Demetrius Harris,KC,TE,15,25,12,164,189,7.6,0.5,86,48.0,16.0,3.8,4.4,78,6.5,47.6,0,0
Lamar Miller,HOU,RB,14,35,25,163,41,1.2,0.1,-9,71.4,2.9,1.0,7.1,172,6.9,105.5,0,0
Chris Carson,SEA,RB,14,24,20,163,-18,-0.8,0.0,-8,83.3,4.2,-0.5,6.0,171,8.6,104.9,0,0
Hayden Hurst,BAL,TE,12,23,13,163,160,7.0,0.6,92,56.5,0.0,3.5,4.3,71,5.5,43.6,0,0
Cody Core,CIN,WR,14,28,13,160,376,13.4,1.2,129,46.4,10.7,8.8,5.3,31,2.4,19.4,1,0
Darren Sproles,PHI,RB,6,23,15,160,20,0.9,0.1,24,65.2,13.0,0.5,3.9,136,9.1,85.0,0,0
Damien Williams,KC,RB,16,24,23,160,-55,-2.3,-0.3,-58,95.8,0.0,-1.1,4.3,218,9.5,136.3,0,0
Andre Holmes,BUF,WR,12,23,12,157,313,13.6,1.1,113,52.2,8.7,6.6,4.8,44,3.7,28.0,1,0
Will Dissly,SEA,TE,4,14,8,156,138,9.9,1.1,64,57.1,7.1,3.9,3.5,92,11.5,59.0,0,0
Marcell Ateman,OAK,WR,7,31,15,154,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alfred Blue,HOU,RB,16,27,20,154,61,2.3,0.1,38,76.9,3.8,1.5,5.3,116,5.8,75.3,0,0
Isaiah Crowell,NYJ,RB,13,28,21,152,-23,-0.8,-0.1,-27,75.0,10.7,-0.5,5.5,179,8.5,117.8,0,0
Ito Smith,ATL,RB,14,32,27,152,-18,-0.6,-0.1,-14,84.4,3.1,-0.4,5.3,166,6.1,109.2,0,1
Dan Arnold,NO,TE,10,19,12,150,200,10.5,1.4,117,63.2,10.5,5.5,3.7,36,3.0,24.0,0,0
Nick Chubb,CLE,RB,16,29,20,149,37,1.3,0.1,-31,69.0,10.3,0.7,5.2,180,9.0,120.8,0,0
Marvin Hall,ATL,WR,16,19,10,149,211,11.1,1.1,95,52.6,10.5,4.2,3.2,54,5.4,36.2,0,0
Jordan Howard,CHI,RB,16,27,20,145,3,0.1,0.0,1,74.1,0.0,0.1,5.3,164,8.2,113.1,0,0
Damion Ratley,CLE,WR,13,20,13,144,220,11.0,1.3,93,65.0,15.0,4.3,3.6,51,3.9,35.4,0,0
Trenton Cannon,NYJ,RB,16,25,17,144,151,5.6,0.8,23,63.0,14.8,3.4,5.3,121,7.1,84.0,0,0
Deontay Burnett,NYJ,WR,5,15,10,143,161,10.7,1.3,114,66.7,6.7,3.6,3.0,29,2.9,20.3,0,0
Maxx Williams,BAL,TE,13,17,16,143,45,2.6,0.1,46,94.1,0.0,1.0,3.2,97,6.1,67.8,0,0
Ed Dickson,SEA,TE,10,13,12,143,68,5.2,0.2,62,92.3,0.0,1.9,3.2,82,6.8,57.3,0,0
Latavius Murray,MIN,RB,16,26,22,141,23,0.9,0.0,21,84.6,3.8,0.5,4.4,120,5.5,85.1,0,0
Tavon Austin,DAL,WR,7,13,8,140,206,15.8,1.8,111,61.5,15.4,5.4,2.5,29,3.6,20.7,0,0
Brandon Marshall,SEA,WR,7,23,11,136,251,10.9,1.3,113,47.8,13.0,7.0,5.7,23,2.1,16.9,0,1
Brandon LaFell,OAK,WR,6,16,12,135,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Justin Jackson,LAC,RB,13,19,15,135,-14,-0.8,-0.1,-21,83.3,5.6,-0.4,3.6,156,10.4,115.6,0,0
Mo Alie-Cox,IND,TE,9,13,7,133,146,11.2,0.6,82,53.8,7.7,3.0,2.1,51,7.3,38.3,0,0
Justin Hardy,ATL,WR,16,22,14,133,112,5.3,0.5,57,66.7,4.8,2.2,3.5,76,5.4,57.1,0,0
Bruce Ellington,DET,WR,4,30,23,132,95,3.2,0.6,50,76.7,6.7,2.6,5.4,82,3.6,62.1,1,1
Rex Burkhead,NE,RB,8,20,14,131,38,1.9,0.3,9,70.0,0.0,0.9,3.6,122,8.7,93.1,0,0
Richie James,SF,WR,13,14,9,130,58,4.1,0.3,25,64.3,7.1,1.5,2.7,105,11.7,80.8,0,1
Brandon Powell,DET,WR,6,17,11,129,49,2.9,0.5,11,64.7,5.9,1.3,3.1,118,10.7,91.5,0,0
Deonte Thompson,DAL,WR,8,20,14,124,192,9.6,1.1,91,70.0,5.0,5.0,3.9,33,2.4,26.6,0,0
Frank Gore,MIA,RB,14,16,12,124,16,1.0,0.0,5,75.0,0.0,0.5,3.7,119,9.9,96.0,0,1
Josh Bellamy,CHI,WR,16,25,14,117,291,11.6,0.9,71,56.0,4.0,6.7,4.9,46,3.3,39.3,0,0
Darren Fells,CLE,TE,16,12,11,117,56,4.7,0.1,51,91.7,0.0,1.1,2.1,66,6.0,56.4,0,0
Doug Martin,OAK,RB,16,24,18,116,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dalton Schultz,DAL,TE,11,17,12,116,69,4.1,0.2,45,70.6,5.9,1.8,3.3,71,5.9,61.2,0,0
Jordan Leggett,NYJ,TE,15,25,14,114,160,6.4,0.5,64,56.0,4.0,3.6,5.0,54,3.9,47.4,0,0
Cameron Meredith,NO,WR,6,10,9,114,90,9.0,0.7,74,90.0,0.0,2.5,2.0,40,4.4,35.1,1,0
Andy Janovich,DEN,FB,16,10,8,112,50,5.0,0.2,47,80.0,0.0,1.2,1.8,65,8.1,58.0,0,0
Bilal Powell,NYJ,RB,7,18,11,110,80,4.4,0.4,26,61.1,5.6,1.8,3.6,84,7.6,76.4,0,0
Alex Collins,BAL,RB,10,21,15,105,21,1.1,0.1,6,75.0,10.0,0.5,3.7,99,6.6,94.3,0,0
Dontrell Hilliard,CLE,RB,11,10,9,105,11,1.1,0.2,8,90.0,10.0,0.2,1.8,97,10.8,92.4,0,0
Chase Edmonds,ARI,RB,16,23,20,103,-17,-0.7,-0.1,-23,87.0,8.7,-0.4,4.9,126,6.3,122.3,0,0
Marlon Mack,IND,RB,12,26,17,103,-30,-1.2,-0.1,-14,65.4,11.5,-0.6,4.1,124,7.3,120.4,0,0
Jake Kumerow,GB,WR,5,11,8,103,114,10.4,0.8,78,72.7,0.0,2.2,1.8,25,3.1,24.3,0,0
MyCole Pruitt,TEN,TE,15,11,9,102,98,8.9,0.5,69,81.8,0.0,3.2,2.6,33,3.7,32.4,0,0
Kapri Bibbs,WAS,RB,10,18,13,102,25,1.4,0.2,1,72.2,11.1,0.6,3.7,139,10.7,136.3,0,0
Marcus Johnson,IND,WR,5,8,6,102,108,13.5,1.1,72,75.0,12.5,2.2,1.3,30,5.0,29.4,0,0
Darius Jennings,TEN,WR,16,15,11,101,159,10.6,0.9,62,73.3,6.7,5.2,3.5,39,3.5,38.6,0,0
Michael Floyd,WAS,WR,13,24,10,100,333,13.9,1.0,70,41.7,12.5,8.2,4.9,30,3.0,30.0,0,1
Michael Roberts,DET,TE,8,20,9,100,134,6.7,0.8,77,45.0,20.0,3.6,3.6,23,2.6,23.0,0,0
Derrick Henry,TEN,RB,16,18,15,99,-19,-1.1,0.0,-18,83.3,0.0,-0.6,4.2,117,7.8,118.2,0,1
Jeff Wilson,SF,RB,6,15,12,98,4,0.3,0.0,4,80.0,6.7,0.1,2.9,94,7.8,95.9,0,0
Niles Paul,JAX,TE,6,13,10,98,97,7.5,0.9,64,76.9,15.4,2.7,2.5,34,3.4,34.7,0,0
Austin Carr,NO,WR,14,14,9,97,126,9.0,0.5,75,64.3,0.0,3.5,2.7,22,2.4,22.7,1,0
Anthony Sherman,KC,FB,16,9,8,96,38,4.2,0.4,35,88.9,11.1,0.8,1.6,61,7.6,63.5,0,0
Jermaine Gresham,ARI,TE,13,12,9,94,28,2.3,0.1,21,75.0,8.3,0.7,2.5,73,8.1,77.7,1,0
Leonte Carroo,MIA,WR,9,4,2,94,105,26.3,2.6,55,50.0,0.0,3.0,0.9,39,19.5,41.5,0,0
Peyton Barber,TB,RB,16,29,20,92,39,1.4,0.1,31,71.4,10.7,0.6,4.5,61,3.1,66.3,0,0
Kevin White,CHI,WR,9,8,4,92,183,22.9,1.1,88,50.0,0.0,4.2,1.6,4,1.0,4.3,0,0
Bruce Ellington,HOU,WR,3,12,8,92,113,9.4,0.9,66,66.7,16.7,2.7,2.4,26,3.3,28.3,0,0
Logan Paulsen,ATL,TE,15,9,9,91,30,3.3,0.1,30,100.0,0.0,0.6,1.5,61,6.8,67.0,0,0
Vyncint Smith,HOU,WR,7,10,5,91,191,19.1,1.1,86,50.0,10.0,4.5,2.0,5,1.0,5.5,0,0
Garrett Celek,SF,TE,15,8,5,90,85,10.6,0.3,45,62.5,12.5,2.2,1.6,45,9.0,50.0,0,0
Austin Seferian-Jenkins,JAX,TE,5,19,11,90,107,5.6,0.5,59,57.9,5.3,3.0,3.6,31,2.8,34.4,0,0
Wayne Gallman,NYG,RB,15,22,14,89,33,1.5,0.2,7,63.6,13.6,0.8,3.8,87,6.2,97.8,0,0
Luke Willson,DET,TE,14,19,13,87,61,3.2,0.1,25,68.4,10.5,1.6,3.4,62,4.8,71.3,1,0
Erik Swoope,IND,TE,7,10,8,87,96,9.6,1.2,72,80.0,10.0,2.0,1.6,15,1.9,17.2,0,0
Xavier Grimble,PIT,TE,16,8,6,86,53,6.6,0.3,28,75.0,0.0,1.1,1.2,58,9.7,67.4,0,0
Scott Simonson,NYG,TE,16,14,9,86,58,4.1,0.2,48,64.3,0.0,1.4,2.4,38,4.2,44.2,0,0
Nick O'Leary,MIA,TE,12,10,8,86,34,3.4,0.1,19,80.0,0.0,1.0,2.3,67,8.4,77.9,0,0
C.J. Ham,MIN,FB,15,15,11,85,0,0.0,0.0,-2,73.3,6.7,0.0,2.5,87,7.9,102.4,0,0
Jake Butt,DEN,TE,3,13,8,85,87,7.3,0.9,39,66.7,0.0,2.1,2.1,46,5.8,54.1,0,0
Jordan Wilkins,IND,RB,16,17,16,85,-24,-1.4,-0.1,-24,94.1,0.0,-0.5,2.7,111,6.9,130.6,0,0
Marshawn Lynch,OAK,RB,6,20,15,84,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cameron Batson,TEN,WR,11,11,8,82,70,6.4,0.4,26,72.7,0.0,2.3,2.6,62,7.8,75.6,0,0
Andy Jones,DET,WR,8,24,11,80,232,9.7,0.9,52,45.8,8.3,6.2,4.3,28,2.5,35.0,0,0
Andre Roberts,NYJ,WR,16,18,10,79,152,8.4,0.8,66,55.6,5.6,3.4,3.6,13,1.3,16.5,0,0
Eli Rogers,PIT,WR,3,14,12,79,55,4.2,0.5,38,92.3,0.0,1.1,1.9,39,3.3,49.4,1,0
Taquan Mizzell,CHI,WR,9,10,8,78,46,4.6,0.7,41,80.0,0.0,1.1,1.9,37,4.6,47.4,0,0
Robert Tonyan,GB,TE,16,6,4,77,75,12.5,0.9,65,66.7,16.7,1.4,1.0,12,3.0,15.6,0,0
Tyler Conklin,MIN,TE,16,7,5,77,58,8.3,0.4,44,71.4,14.3,1.4,1.2,33,6.6,42.9,0,0
Logan Thomas,BUF,TE,12,17,12,77,131,8.2,0.5,44,75.0,0.0,2.8,3.3,38,3.2,49.4,0,0
Darren Waller,OAK,TE,4,6,6,75,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rashaad Penny,SEA,RB,14,12,9,75,10,0.8,0.1,0,75.0,16.7,0.3,3.0,75,8.3,100.0,0,0
Trey Quinn,WAS,WR,3,10,9,75,73,7.3,0.7,57,90.0,0.0,1.8,2.1,18,2.0,24.0,0,0
Seth DeValve,CLE,TE,13,7,5,74,84,12.0,0.9,56,71.4,0.0,1.6,1.2,18,3.6,24.3,0,0
Lee Smith,OAK,TE,16,11,10,73,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alfred Morris,SF,RB,12,13,8,73,12,0.9,0.0,8,61.5,0.0,0.3,2.5,65,8.1,89.0,0,0
Eric Tomlinson,NYJ,TE,15,14,8,72,51,3.6,0.1,-15,57.1,7.1,1.2,2.8,90,11.3,125.0,0,0
Royce Freeman,DEN,RB,14,20,14,72,17,0.9,0.1,13,70.0,15.0,0.4,3.6,59,4.2,81.9,0,0
Corey Coleman,NYG,WR,8,8,5,71,97,12.1,0.7,62,62.5,12.5,2.3,1.4,9,1.8,12.7,1,0
Joshua Perkins,PHI,TE,9,11,5,67,119,10.8,1.3,49,45.5,18.2,2.7,1.9,18,3.6,26.9,0,0
Blake Bell,JAX,TE,10,11,8,67,66,6.0,0.3,27,72.7,0.0,1.8,2.1,40,5.0,59.7,0,0
Corey Grant,JAX,RB,5,12,9,67,-7,-0.6,-0.1,-14,75.0,0.0,-0.2,2.3,81,9.0,120.9,0,0
Derek Carrier,OAK,TE,16,11,7,67,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
LeGarrette Blount,DET,RB,16,15,10,67,-23,-1.5,-0.1,-21,66.7,13.3,-0.6,2.7,88,8.8,131.3,0,0
Dane Cruikshank,TEN,S,12,1,1,66,17,17.0,0.0,17,100.0,0.0,0.6,0.2,49,49.0,74.2,0,0
Ty Montgomery,BAL,RB,6,17,10,65,38,2.2,0.3,-2,58.8,0.0,0.8,3.2,67,6.7,103.1,0,0
J.J. Nelson,ARI,WR,14,19,7,64,354,18.6,1.7,43,36.8,0.0,9.3,4.0,21,3.0,32.8,2,0
Russell Gage,ATL,WR,15,10,6,63,99,9.9,1.7,41,60.0,20.0,2.0,1.7,22,3.7,34.9,0,0
Patrick DiMarco,BUF,FB,16,4,3,62,26,6.5,0.2,27,75.0,0.0,0.6,0.8,35,11.7,56.5,0,0
James Develin,NE,FB,16,17,12,61,44,2.6,0.1,27,70.6,0.0,1.0,3.1,34,2.8,55.7,0,0
Derrick Willies,CLE,WR,5,5,3,61,56,11.2,1.9,29,60.0,0.0,1.1,0.9,32,10.7,52.5,0,0
David Grinnage,JAX,TE,4,8,6,61,63,7.9,0.9,42,75.0,12.5,1.7,1.5,19,3.2,31.1,0,0
Rod Smith,DAL,RB,16,12,9,60,-7,-0.6,0.0,0,75.0,0.0,-0.2,2.3,60,6.7,100.0,0,0
Tommylee Lewis,NO,WR,7,3,3,60,59,19.7,0.8,59,100.0,0.0,1.6,0.6,1,0.3,1.7,0,0
Rashad Greene,JAX,WR,8,8,6,60,60,7.5,0.6,45,75.0,0.0,1.7,1.5,15,2.5,25.0,0,1
Brice Butler,MIA,WR,6,9,6,60,91,10.1,0.8,58,66.7,11.1,2.6,2.1,2,0.3,3.3,0,2
Josh Adams,PHI,RB,14,13,7,58,-11,-0.8,0.0,-10,53.8,7.7,-0.3,2.2,68,9.7,117.2,0,0
Kalen Ballage,MIA,RB,12,11,9,56,-12,-1.1,-0.1,-20,81.8,9.1,-0.3,2.6,76,8.4,135.7,0,0
Zach Zenner,DET,RB,8,10,7,56,-2,-0.2,0.0,-11,70.0,20.0,-0.1,1.8,67,9.6,119.6,0,0
Noah Brown,DAL,WR,8,8,5,54,71,8.9,0.7,31,62.5,0.0,1.9,1.6,23,4.6,42.6,0,0
Kamar Aiken,PHI,WR,5,7,6,53,46,6.6,0.4,40,85.7,0.0,1.1,1.2,13,2.2,24.5,0,0
Delanie Walker,TEN,TE,1,7,4,52,47,6.7,1.2,32,57.1,0.0,1.5,1.7,20,5.0,38.5,0,0
Malcolm Brown,LAR,RB,12,7,5,52,7,1.0,0.1,7,71.4,0.0,0.1,1.3,45,9.0,86.5,0,0
Chris Manhertz,CAR,TE,16,5,2,52,33,6.6,0.1,6,40.0,0.0,0.8,0.9,46,23.0,88.5,0,0
Bobo Wilson,TB,WR,5,5,4,52,54,10.8,0.8,33,80.0,0.0,0.8,0.8,19,4.8,36.5,1,0
Jacob Hollister,NE,TE,8,5,4,52,42,8.4,0.7,38,80.0,0.0,1.0,0.9,14,3.5,26.9,0,0
Kenneth Dixon,BAL,RB,6,7,6,51,-10,-1.4,-0.1,-5,85.7,0.0,-0.2,1.3,56,9.3,109.8,0,0
Elijhaa Penny,NYG,FB,14,9,8,50,2,0.2,0.0,-1,88.9,0.0,0.0,1.6,51,6.4,102.0,0,0
Durham Smythe,MIA,TE,15,11,6,50,62,6.2,0.4,41,60.0,0.0,1.8,2.3,9,1.5,18.0,0,0
Sony Michel,NE,RB,13,11,7,50,6,0.5,0.0,-2,63.6,18.2,0.1,2.0,52,7.4,104.0,0,0
Antony Auclair,TB,TE,16,8,7,48,36,4.5,0.1,36,87.5,0.0,0.6,1.3,12,1.7,25.0,0,0
Eric Saubert,ATL,TE,16,9,5,48,42,4.7,0.2,32,55.6,22.2,0.8,1.5,16,3.2,33.3,0,0
Adam Shaheen,CHI,TE,6,6,5,48,59,8.4,0.4,31,71.4,0.0,1.4,1.4,17,3.4,35.4,0,0
Shelton Gibson,PHI,WR,15,3,1,48,90,30.0,1.4,43,33.3,0.0,2.1,0.5,5,5.0,10.4,0,0
A.J. Derby,MIA,TE,4,5,3,48,43,8.6,0.3,39,60.0,0.0,1.2,1.2,9,3.0,18.8,0,0
Neal Sterling,NYJ,TE,5,8,6,47,36,4.5,0.3,18,75.0,0.0,0.8,1.6,29,4.8,61.7,0,0
Rico Gathers,DAL,TE,15,7,3,45,67,9.6,0.5,17,42.9,0.0,1.8,1.4,28,9.3,62.2,0,0
River Cracraft,DEN,WR,8,2,1,44,74,37.0,2.7,44,50.0,0.0,1.7,0.4,0,0.0,0.0,0,0
Ben Braunecker,CHI,TE,15,5,3,42,66,13.2,0.5,35,60.0,0.0,1.5,1.0,7,2.3,16.7,0,0
Jeremy Sprinkle,WAS,TE,16,9,5,41,53,6.6,0.1,19,62.5,0.0,1.3,1.6,22,4.4,53.7,0,0
Mark Walton,CIN,RB,14,8,5,41,-14,-1.8,-0.2,-7,62.5,12.5,-0.3,1.5,48,9.6,117.1,0,0
Tommy Bohanon,JAX,FB,16,9,6,41,13,1.4,0.1,5,66.7,0.0,0.4,1.7,36,6.0,87.8,0,0
Dwayne Harris,OAK,WR,15,6,6,40,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jawill Davis,NYG,WR,7,8,4,40,131,16.4,2.1,36,50.0,0.0,3.2,1.4,4,1.0,10.0,0,0
Chad Beebe,MIN,WR,3,4,4,39,27,6.8,0.6,27,100.0,0.0,0.6,0.7,12,3.0,30.8,0,0
Marcedes Lewis,GB,TE,16,4,3,39,7,2.3,0.0,7,100.0,0.0,0.1,0.5,32,10.7,82.1,0,0
John Phillips,ARI,TE,8,3,3,38,29,9.7,0.2,29,100.0,0.0,0.8,0.6,9,3.0,23.7,0,0
Roosevelt Nix,PIT,FB,16,6,4,38,11,1.8,0.1,-3,66.7,0.0,0.2,0.9,41,10.3,107.9,0,0
Charcandrick West,KC,RB,3,3,2,37,15,5.0,0.5,11,66.7,0.0,0.3,0.5,26,13.0,70.3,0,0
Deonte Thompson,BUF,WR,5,10,3,37,183,18.3,2.3,31,30.0,10.0,3.9,2.1,6,2.0,16.2,1,0
Jalen Tolliver,ARI,WR,3,6,3,37,83,13.8,1.1,22,50.0,0.0,2.2,1.3,15,5.0,40.5,0,0
Jordan Franks,CIN,TE,6,3,2,37,47,15.7,2.8,23,66.7,0.0,1.1,0.6,14,7.0,37.8,0,0
T.J. Logan,ARI,RB,10,7,7,37,-2,-0.3,-0.1,-2,100.0,0.0,-0.1,1.5,39,5.6,105.4,0,0
David Morgan,MIN,TE,11,6,5,36,16,2.7,0.1,13,83.3,0.0,0.4,1.0,23,4.6,63.9,0,0
Ray-Ray McCloud,BUF,WR,10,6,5,36,7,1.0,0.1,10,71.4,14.3,0.1,1.5,26,5.2,72.2,0,0
Tyler Kroft,CIN,TE,5,6,4,36,33,6.6,0.3,19,80.0,20.0,0.8,1.0,17,4.3,47.2,0,0
Auden Tate,CIN,WR,7,12,4,35,121,10.1,1.6,32,33.3,8.3,2.8,2.3,3,0.8,8.6,0,0
Tre Madden,SEA,FB,14,3,2,35,19,6.3,0.2,15,66.7,0.0,0.5,0.7,20,10.0,57.1,0,0
Tyler Ervin,HOU,RB,9,3,3,35,22,7.3,0.3,22,100.0,0.0,0.5,0.6,13,4.3,37.1,0,0
Ronald Jones,TB,RB,9,9,7,33,-14,-1.6,-0.2,-8,77.8,22.2,-0.2,1.5,41,5.9,124.2,0,0
Brian Parker,DEN,TE,13,10,5,33,30,3.0,0.2,3,50.0,10.0,0.7,1.8,30,6.0,90.9,0,1
Javon Wims,CHI,WR,4,5,4,32,34,6.8,1.1,30,80.0,0.0,0.8,1.0,2,0.5,6.3,0,0
Byron Marshall,WAS,RB,6,6,4,30,13,2.2,0.3,4,66.7,0.0,0.3,1.2,26,6.5,86.7,0,0
Carlos Hyde,CLE,RB,6,9,6,29,1,0.1,0.0,-15,60.0,0.0,0.0,1.8,44,7.3,151.7,0,0
De'Anthony Thomas,KC,WR,5,5,3,29,69,13.8,1.9,-2,60.0,0.0,1.4,0.9,31,10.3,106.9,0,0
D'Onta Foreman,HOU,RB,1,2,2,28,18,9.0,0.6,18,100.0,0.0,0.4,0.4,10,5.0,35.7,0,0
Darrel Williams,KC,RB,6,3,3,27,-6,-2.0,-0.2,-6,100.0,0.0,-0.1,0.5,33,11.0,122.2,0,0
John Kelly,LAR,RB,4,3,2,27,-6,-2.0,-0.1,-1,66.7,33.3,-0.1,0.6,28,14.0,103.7,0,0
Dwayne Allen,NE,TE,13,4,3,27,34,8.5,0.1,-1,75.0,0.0,0.8,0.7,28,9.3,103.7,0,0
Kelvin Benjamin,KC,WR,3,5,2,26,58,11.6,2.2,26,40.0,20.0,1.2,0.9,0,0.0,0.0,0,0
Marcus Murphy,BUF,RB,11,19,11,26,22,1.2,0.1,-14,57.9,10.5,0.5,4.0,40,3.6,153.8,0,1
Raheem Mostert,SF,RB,9,7,6,25,-2,-0.3,0.0,-18,85.7,0.0,-0.1,1.4,43,7.2,172.0,0,0
Charone Peake,NYJ,WR,13,3,2,25,31,10.3,0.3,21,66.7,33.3,0.7,0.6,4,2.0,16.0,0,0
Sean Culkin,LAC,TE,13,1,1,24,25,25.0,0.1,25,100.0,0.0,0.6,0.2,-1,-1.0,-4.2,0,0
C.J. Anderson,CAR,RB,9,3,1,24,-2,-0.7,0.0,-4,33.3,66.7,-0.1,0.6,28,28.0,116.7,0,0
Devonta Freeman,ATL,RB,2,7,5,23,1,0.1,0.0,1,71.4,14.3,0.0,1.2,22,4.4,95.7,0,0
Keith Smith,OAK,FB,16,7,5,23,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Orson Charles,CLE,FB,13,5,3,23,21,4.2,0.1,-1,60.0,0.0,0.4,0.9,24,8.0,104.3,0,0
Tyrone Swoopes,SEA,TE,1,1,1,23,8,8.0,0.3,8,100.0,0.0,0.2,0.2,15,15.0,65.2,0,0
Brandon Zylstra,MIN,WR,16,2,1,23,43,21.5,2.5,15,50.0,0.0,1.0,0.3,8,8.0,34.8,0,0
C.J. Prosise,SEA,RB,5,3,3,22,4,1.3,0.1,4,100.0,0.0,0.1,0.7,18,6.0,81.8,0,0
Gehrig Dieter,KC,WR,4,3,1,22,59,19.7,1.8,8,33.3,0.0,1.2,0.5,14,14.0,63.6,0,0
Keith Ford,BUF,RB,2,5,3,21,-10,-2.0,-0.1,-1,60.0,0.0,-0.2,1.0,22,7.3,104.8,0,0
Roc Thomas,MIN,RB,5,4,2,21,12,3.0,0.4,9,50.0,0.0,0.3,0.7,12,6.0,57.1,0,0
Justin Hunter,PIT,WR,5,13,3,21,258,19.8,2.1,18,23.1,0.0,5.1,1.9,3,1.0,14.3,0,0
DeAndre Carter,PHI,WR,7,2,2,21,5,2.5,0.1,5,100.0,0.0,0.1,0.3,16,8.0,76.2,0,0
Marcus Mariota,TEN,QB,14,1,1,21,9,9.0,0.0,9,100.0,0.0,0.3,0.2,12,12.0,57.1,0,0
Jay Ajayi,PHI,RB,4,6,5,20,-5,-0.8,0.0,-15,83.3,0.0,-0.1,1.0,35,7.0,175.0,0,0
Gus Edwards,BAL,RB,11,2,2,20,3,1.5,0.0,3,100.0,0.0,0.1,0.4,17,8.5,85.0,0,0
Malik Turner,SEA,WR,6,3,2,20,18,6.0,0.4,6,66.7,0.0,0.5,0.7,14,7.0,70.0,0,0
Detrez Newsome,LAC,RB,9,2,2,19,0,0.0,0.0,0,100.0,0.0,0.0,0.4,19,9.5,100.0,0,0
Ameer Abdullah,DET,RB,3,2,2,18,-2,-1.0,-0.2,-2,100.0,0.0,-0.1,0.4,20,10.0,111.1,0,0
Terrance Williams,DAL,WR,3,3,2,18,23,7.7,0.6,10,66.7,0.0,0.6,0.6,8,4.0,44.4,0,0
