,,Evaluation,,Measurements,,,,Time Drills,,,,,,Jumps,,,,,
Name,Team,Date,Title,Height,Weight,Arm,Hand,40 Yard,%,Shuttle,%,Cone,%,Vertical,%,Broad,%,Bench,%
Ka'Raun White,FA,2018,Combine,6-1,206,32.25,9.68,4.52,42.2,4.57,2.3,7.16,14.4,33.5,23.1,118.0,28.7,24.0,98.2
DeAndrew White,BAL,2015,Combine,6-0,195,31.00,9.13,4.44,73.0,4.18,65.2,6.97,47.0,34.5,36.3,118.0,28.7,,-
Cody White,FA,2020,Combine,6-3,217,32.50,10.00,4.66,6.5,4.52,4.3,7.19,10.0,35.5,47.2,120.0,38.6,,-
Kermit Whitfield,FA,,Pro Day,5-8,192,,,4.33,96.2,,-,,-,,-,,-,,-
Isaac Whitney,FA,2017,Pro Day,6-2,204,,,4.75,1.4,,-,,-,,-,,-,,-
Jake Wieneke,FA,2018,Combine,6-4,221,33.00,9.88,4.67,5.8,4.37,19.5,7.24,6.5,34.0,31.3,114.0,11.0,9.0,9.5
Mike Williams,FA,2010,Pro Day,6-2,212,,,4.53,38.1,4.19,61.6,,-,39.5,88.0,120.0,38.6,,-
Mike Williams,FA,2010,Combine,6-5,229,,,4.53,38.1,4.31,32.7,6.90,59.7,33.5,23.1,116.0,18.2,8.0,4.4
Kyle Williams,FA,2010,Combine,5-10,186,30.00,9.13,4.40,85.7,4.19,61.6,7.00,40.3,33.0,18.4,118.0,28.7,11.0,18.3
Terrance Williams,FA,2013,Combine,6-2,210,31.25,8.75,4.52,42.2,4.32,30.5,7.01,38.9,32.5,14.3,119.0,32.9,11.0,18.3
Dom Williams,FA,2016,Pro Day,6-2,200,,,4.40,85.7,4.28,38.2,7.04,34.7,40.5,92.3,125.0,75.2,11.0,18.3
Mike Williams,LAC,2017,Combine,6-4,220,33.38,9.38,,-,,-,,-,32.5,14.3,121.0,48.5,15.0,53.6
Duke Williams,FA,2016,Combine,6-3,225,32.50,9.25,4.72,2.4,4.47,8.2,7.43,0.9,30.0,2.9,121.0,48.5,14.0,44.2
Stephen Williams,FA,2010,Combine,6-5,208,33.25,9.13,4.50,50.3,4.11,82.0,6.81,74.5,36.5,62.1,125.0,75.2,15.0,53.6
Ed Williams,FA,2009,Combine,6-0,196,,,4.79,0.7,,-,,-,,-,,-,23.0,96.5
Jordan Williams,FA,2016,Pro Day,6-3,228,,,4.64,8.7,4.45,10.0,7.03,35.6,33.5,23.1,116.0,18.2,21.0,92.1
Damian Williams,FA,2010,Combine,6-1,200,31.75,9.25,4.52,42.2,4.24,49.3,6.79,78.5,38.0,78.4,118.0,28.7,19.0,83.2
Albert Wilson,MIA,2014,Combine,5-9,195,30.38,9.13,4.43,75.1,4.21,54.8,7.00,40.3,37.5,74.2,123.0,60.5,10.0,12.8
Bobo Wilson,FA,2017,Combine,5-9,186,31.38,9.38,4.57,23.4,,-,,-,,-,119.0,32.9,10.0,12.8
De'Runnya Wilson,FA,2016,Combine,6-4,224,33.88,9.25,4.85,0.3,,-,,-,28.0,1.3,113.0,8.1,,-
Dontre Wilson,FA,2017,Pro Day,5-10,187,,,4.59,18.1,,-,,-,,-,,-,,-
Cedrick Wilson,DAL,2018,Combine,6-2,197,31.50,9.75,4.55,30.5,4.23,49.8,6.89,62.3,37.0,68.3,121.0,48.5,9.0,9.5
Marquess Wilson,FA,2013,Combine,6-4,206,31.13,9.25,4.51,45.9,4.33,26.8,6.65,92.1,34.5,36.3,122.0,53.9,7.0,2.4
Javon Wims,CHI,2018,Combine,6-2,221,31.50,9.25,4.53,38.1,,-,7.00,40.3,33.5,23.1,113.0,8.1,,-
Robert Woods,LAR,2013,Combine,6-0,195,31.00,9.25,4.51,45.9,4.47,8.2,7.15,15.0,33.5,23.1,117.0,22.4,14.0,44.2
Cam Worthy,FA,2015,Combine,6-2,211,33.50,10.13,,-,,-,,-,,-,,-,12.0,27.4
Jarius Wright,FA,2012,Combine,5-10,190,31.50,8.50,4.42,78.8,4.03,91.4,6.93,56.0,38.0,78.4,120.0,38.6,11.0,18.3
Kendall Wright,FA,2012,Combine,5-10,185,30.38,8.63,4.61,13.5,4.18,65.2,6.93,56.0,38.5,83.2,121.0,48.5,,-
Devon Wylie,FA,2012,Combine,5-9,187,30.25,9.50,4.39,87.9,,-,,-,39.0,86.0,123.0,60.5,17.0,71.5
Titus Young,FA,2011,Combine,5-11,174,30.88,9.00,4.43,75.1,,-,,-,,-,123.0,60.5,,-
