,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Isaiah McKenzie,BUF,WR,1,2,1,6,-4,-2.0,-0.2,-4,50.0,0.0,-1.5,7.7,10,10.0,166.7,0,0
Cullen Gillaspia,HOU,FB,1,1,1,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordan Wilkins,IND,RB,1,1,1,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenyan Drake,ARI,RB,1,1,1,6,2,2.0,0.0,2,100.0,0.0,1.0,3.8,4,4.0,66.7,0,0
Luke Stocker,ATL,TE,1,1,1,6,3,3.0,0.1,3,100.0,0.0,0.7,2.9,3,3.0,0.0,0,0
Anthony Sherman,KC,FB,1,1,1,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Frank Gore,NYJ,RB,1,1,1,5,3,3.0,0.1,3,100.0,0.0,2.8,5.6,2,2.0,0.0,0,0
Jake Butt,DEN,TE,1,1,1,5,4,4.0,0.2,4,100.0,0.0,1.5,2.7,1,1.0,20.0,0,0
Nick Boyle,BAL,TE,1,1,1,5,5,5.0,0.2,5,100.0,0.0,2.0,3.7,0,0.0,0.0,0,0
Marquez Valdes-Scantling,GB,WR,1,4,1,5,89,22.3,1.6,4,25.0,0.0,36.0,13.8,1,1.0,20.0,1,0
Jeremy McNichols,TEN,RB,1,1,1,5,4,4.0,0.4,4,100.0,0.0,1.3,3.3,1,1.0,0.0,0,0
Will Dissly,SEA,TE,1,2,2,5,2,1.0,0.1,2,100.0,0.0,0.6,5.3,3,1.5,60.0,0,0
Deonte Harris,NO,WR,1,3,2,5,14,4.7,0.6,6,66.7,0.0,8.3,8.6,-1,-0.5,-20.0,0,0
Dede Westbrook,JAX,WR,1,1,1,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Willie Snead,BAL,WR,1,2,2,4,3,1.5,0.1,3,100.0,0.0,1.2,7.4,1,0.5,25.0,0,0
Keith Smith,ATL,FB,1,1,1,3,3,3.0,0.2,3,100.0,0.0,0.7,2.9,0,0.0,0.0,0,0
Jamaal Williams,GB,RB,1,1,1,3,0,0.0,0.0,0,100.0,0.0,0.0,3.4,3,3.0,100.0,0,0
Jonathan Taylor,IND,RB,1,1,1,3,0,0.0,0.0,0,100.0,0.0,0.0,4.8,3,3.0,100.0,0,0
Harrison Bryant,CLE,TE,1,2,1,3,8,4.0,0.2,3,50.0,50.0,4.3,9.1,0,0.0,0.0,0,0
Collin Johnson,JAX,WR,1,2,1,3,8,4.0,0.4,2,50.0,-50.0,3.1,5.6,1,1.0,33.3,0,0
David Moore,SEA,WR,1,1,1,2,-4,-4.0,-0.1,-4,100.0,0.0,-1.1,2.6,6,6.0,300.0,0,0
Nick Chubb,CLE,RB,1,1,1,2,1,1.0,0.0,1,100.0,0.0,0.5,4.5,1,1.0,50.0,0,0
Todd Gurley,ATL,RB,1,2,1,2,-5,-2.5,-0.1,2,50.0,0.0,-1.2,5.9,0,0.0,0.0,0,0
Mike Evans,TB,WR,1,4,2,2,15,3.8,0.2,0,50.0,25.0,4.9,11.1,2,1.0,100.0,0,0
Eric Fisher,KC,OT,1,1,1,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lee Smith,BUF,TE,1,1,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Taysom Hill,NO,QB,1,1,1,1,-3,-3.0,-0.2,-3,100.0,0.0,-1.8,2.9,4,4.0,400.0,0,0
Cethan Carter,CIN,TE,1,1,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jacob Hollister,SEA,TE,1,2,1,1,20,10.0,1.8,1,50.0,0.0,5.5,5.3,0,0.0,0.0,0,0
Darrel Williams,KC,RB,1,2,2,1,-7,-3.5,-0.4,-7,100.0,0.0,-2.2,5.3,8,4.0,800.0,0,0
Drew Sample,CIN,TE,1,1,1,1,-1,-1.0,0.0,-1,100.0,0.0,-0.3,2.7,2,2.0,200.0,0,0
Hayden Hurst,ATL,TE,1,3,1,1,15,5.0,0.3,8,33.3,0.0,3.7,8.8,-7,-7.0,-700.0,0,0
Nick Westbrook-Ikhine,TEN,WR,1,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Noah Togiai,IND,TE,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Van Jefferson,LAR,WR,1,1,0,0,10,10.0,1.3,0,0.0,0.0,5.7,3.3,0,0.0,0.0,0,0
Ryan Izzo,NE,TE,1,1,0,0,5,5.0,0.1,0,0.0,100.0,4.1,3.6,0,0.0,0.0,0,0
Ito Smith,ATL,RB,1,2,0,0,1,0.5,0.2,0,0.0,50.0,0.2,5.9,0,0.0,0.0,0,0
Darrius Shepherd,GB,WR,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darwin Thompson,KC,RB,1,2,0,0,-5,-2.5,-0.8,0,0.0,0.0,-1.5,5.3,0,0.0,0.0,0,0
Nick Keizer,KC,TE,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ashton Dulin,IND,WR,1,1,0,0,2,2.0,0.2,0,0.0,0.0,1.7,4.8,0,0.0,0.0,0,0
Diontae Johnson,PIT,WR,1,2,0,0,76,38.0,4.0,0,0.0,0.0,22.8,6.1,0,0.0,0.0,0,0
J.J. Taylor,NE,RB,1,1,0,0,-2,-2.0,-0.1,0,0.0,100.0,-1.6,3.6,0,0.0,0.0,0,0
Javon Wims,CHI,WR,1,1,0,0,20,20.0,0.9,0,0.0,0.0,3.9,2.0,0,0.0,0.0,0,0
Travis Homer,SEA,RB,1,1,0,0,3,3.0,0.2,0,0.0,0.0,0.8,2.6,0,0.0,0.0,0,0
Antonio Gandy-Golden,WAS,WR,1,2,0,0,20,10.0,1.1,0,0.0,50.0,8.9,6.7,0,0.0,0.0,0,0
Demarcus Robinson,KC,WR,1,1,0,0,20,20.0,0.5,0,0.0,0.0,6.2,2.6,0,0.0,0.0,0,0
Malcolm Brown,LAR,RB,1,2,0,0,-4,-2.0,-0.1,0,0.0,0.0,-2.3,6.7,0,0.0,0.0,0,0
Boston Scott,PHI,RB,1,1,0,0,-3,-3.0,-0.2,0,0.0,0.0,-1.1,2.6,0,0.0,0.0,0,0
KhaDarel Hodge,CLE,WR,1,1,0,0,33,33.0,0.9,0,0.0,0.0,17.8,4.5,0,0.0,0.0,0,0
Blake Bell,DAL,TE,1,1,0,0,-1,-1.0,0.0,0,0.0,0.0,-0.3,2.0,0,0.0,0.0,0,0
Chris Hogan,NYJ,WR,1,3,0,0,56,18.7,1.1,0,0.0,0.0,51.9,16.7,0,0.0,0.0,0,0
Ryan Tannehill,TEN,QB,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Virgil Green,LAC,TE,1,1,0,0,20,20.0,1.7,0,0.0,0.0,7.4,2.3,0,0.0,0.0,0,0
Ryan Fitzpatrick,MIA,QB,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Larry Fitzgerald,ARI,WR,1,3,1,0,22,7.3,0.4,0,33.3,0.0,11.5,11.5,0,0.0,0.0,1,0
Darren Fells,HOU,TE,1,2,0,0,14,7.0,0.6,0,0.0,0.0,5.4,7.7,0,0.0,0.0,0,0
John Brown,BUF,WR,1,2,0,0,58,29.0,2.0,0,0.0,0.0,21.6,7.7,0,0.0,0.0,0,0
Ryan Griffin,NYJ,TE,1,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mark Ingram,BAL,RB,1,1,0,0,-5,-5.0,-0.3,0,0.0,0.0,-2.0,3.7,0,0.0,0.0,0,0
La'Mical Perine,NYJ,RB,1,2,2,-1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tony Pollard,DAL,RB,1,1,1,-5,-4,-4.0,-0.7,-4,100.0,0.0,-1.0,2.0,-1,-1.0,20.0,0,0
