,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Alec Ingold,LV,FB,1,2,2,5,3,1.5,0.2,3,100.0,0.0,1.2,5.7,2,1.0,40.0,0,0
Chris Herndon,NYJ,TE,1,4,1,5,19,4.8,0.4,-3,25.0,25.0,11.2,11.1,8,8.0,160.0,1,0
Jaylen Samuels,PIT,RB,1,2,1,4,-3,-1.5,-0.6,0,50.0,50.0,-1.2,4.9,4,4.0,100.0,0,0
Ronald Jones,TB,RB,1,2,2,4,-6,-3.0,-0.3,-6,100.0,0.0,-2.6,5.7,10,5.0,250.0,0,0
Nyheim Hines,IND,RB,1,1,1,4,4,4.0,0.4,4,100.0,0.0,1.7,3.4,0,0.0,0.0,0,0
Adam Shaheen,MIA,TE,1,2,1,4,0,0.0,0.0,-2,50.0,0.0,0.0,4.2,6,6.0,150.0,0,0
Henry Ruggs,LV,WR,1,3,1,4,57,19.0,1.2,4,33.3,33.3,23.3,8.6,0,0.0,0.0,1,0
Marcedes Lewis,GB,TE,1,1,1,4,1,1.0,0.0,1,100.0,0.0,0.3,3.3,3,3.0,75.0,0,0
Tyler Ervin,GB,RB,1,1,1,4,4,4.0,0.1,4,100.0,0.0,1.4,3.3,0,0.0,0.0,0,0
Bobby Massie,CHI,OT,1,1,1,4,3,3.0,0.0,3,100.0,0.0,1.3,3.6,1,1.0,25.0,0,0
Jason Witten,LV,TE,1,1,1,3,3,3.0,0.1,3,100.0,0.0,1.2,2.9,0,0.0,0.0,0,0
Vance McDonald,PIT,TE,1,2,1,3,12,6.0,0.3,1,50.0,0.0,4.7,4.9,2,2.0,66.7,0,0
Antonio Gandy-Golden,WAS,WR,1,1,1,3,2,2.0,0.4,2,100.0,0.0,0.7,3.0,1,1.0,33.3,0,0
Irv Smith,MIN,TE,1,4,1,3,21,5.3,0.6,1,25.0,0.0,7.0,14.8,2,2.0,66.7,0,1
Alexander Mattison,MIN,RB,1,2,1,3,0,0.0,0.0,2,50.0,50.0,0.0,7.4,1,1.0,33.3,0,0
Tony Pollard,DAL,RB,1,1,1,3,-5,-5.0,-0.6,-5,100.0,0.0,-1.1,1.9,8,8.0,266.7,0,0
Ryan Nall,CHI,RB,1,1,1,2,-1,-1.0,-0.3,-1,100.0,0.0,-0.4,3.6,3,3.0,150.0,0,0
Jakeem Grant,MIA,WR,1,1,1,2,-5,-5.0,-0.5,-5,100.0,0.0,-1.7,2.1,7,7.0,350.0,0,0
Matt Breida,MIA,RB,1,2,1,2,-5,-2.5,-0.3,-2,50.0,0.0,-1.7,4.2,4,4.0,200.0,0,0
Marcus Baugh,WAS,TE,1,1,1,2,0,0.0,0.0,0,100.0,0.0,0.0,3.0,2,2.0,100.0,0,0
Patrick Ricard,BAL,FB,1,1,1,1,1,1.0,0.0,1,100.0,0.0,0.6,4.3,0,0.0,0.0,0,0
Jakob Johnson,NE,FB,1,1,1,1,1,1.0,0.1,1,100.0,0.0,0.3,2.3,0,0.0,0.0,0,0
Keith Smith,ATL,FB,1,2,1,1,2,1.0,0.2,-2,50.0,50.0,0.5,5.0,3,3.0,300.0,0,0
Reggie Gilliam,BUF,FB,1,1,1,1,1,1.0,0.3,1,100.0,0.0,0.2,2.5,0,0.0,0.0,0,0
Cyril Grayson,TB,WR,1,1,0,0,26,26.0,1.4,0,0.0,100.0,11.5,2.9,0,0.0,0.0,0,0
Darwin Thompson,KC,RB,1,1,0,0,-6,-6.0,-0.4,0,0.0,0.0,-1.8,2.1,0,0.0,0.0,0,0
Sony Michel,NE,RB,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.3,0,0.0,0.0,0,0
Cam Sims,WAS,WR,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Goodwin,DAL,CB,1,1,0,0,10,10.0,0.0,0,0.0,0.0,2.3,1.9,0,0.0,0.0,0,0
Kerryon Johnson,DET,RB,1,1,0,0,4,4.0,0.2,0,0.0,100.0,1.5,2.9,0,0.0,0.0,0,0
Damion Ratley,NYG,WR,1,2,0,0,19,9.5,0.7,0,0.0,0.0,7.8,5.6,0,0.0,0.0,0,0
Jace Sternberger,GB,TE,1,1,0,0,-1,-1.0,-0.1,0,0.0,100.0,-0.3,3.3,0,0.0,0.0,0,0
Ty Johnson,DET,RB,1,1,0,0,50,50.0,10.0,0,0.0,0.0,18.5,2.9,0,0.0,0.0,0,0
J.J. Arcega-Whiteside,PHI,WR,1,2,0,0,25,12.5,1.6,0,0.0,50.0,10.2,4.7,0,0.0,0.0,0,0
Collin Johnson,JAX,WR,1,3,0,0,33,11.0,4.1,0,0.0,33.3,8.0,6.1,0,0.0,0.0,0,0
Nick Vannett,DEN,TE,1,2,0,0,21,10.5,0.9,0,0.0,50.0,4.0,5.1,0,0.0,0.0,1,0
Demetrius Harris,CHI,TE,1,1,0,0,26,26.0,0.7,0,0.0,0.0,11.2,3.6,0,0.0,0.0,0,0
Jerick McKinnon,SF,RB,1,1,0,0,4,4.0,0.3,0,0.0,0.0,2.6,3.2,0,0.0,0.0,0,0
Kyle Rudolph,MIN,TE,1,1,0,0,27,27.0,0.7,0,0.0,0.0,9.1,7.4,0,0.0,0.0,0,0
Greg Olsen,SEA,TE,1,1,0,0,2,2.0,0.0,0,0.0,0.0,0.9,4.0,0,0.0,0.0,0,0
Frank Gore,NYJ,RB,1,2,0,0,4,2.0,0.1,0,0.0,0.0,2.4,5.6,0,0.0,0.0,0,0
Bruce Miller,JAX,FB,1,1,0,0,-1,-1.0,-0.1,0,0.0,100.0,-0.2,2.0,0,0.0,0.0,0,0
Rob Gronkowski,TB,TE,1,1,0,0,17,17.0,0.4,0,0.0,0.0,7.5,2.9,0,0.0,0.0,1,0
Jamal Agnew,DET,WR,1,1,1,0,-3,-3.0,-0.3,-3,100.0,0.0,-1.1,2.9,3,3.0,0.0,0,0
Anthony Miller,CHI,WR,1,3,0,0,40,13.3,1.5,0,0.0,66.7,17.2,10.7,0,0.0,0.0,0,0
Darrell Daniels,ARI,TE,1,1,0,0,13,13.0,0.3,0,0.0,0.0,4.0,2.9,0,0.0,0.0,0,0
John Ross,CIN,WR,1,2,0,0,23,11.5,0.8,0,0.0,0.0,5.9,3.8,0,0.0,0.0,0,0
Andy Janovich,CLE,FB,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Derrick Henry,TEN,RB,1,2,0,0,4,2.0,0.1,0,0.0,50.0,2.0,7.7,0,0.0,0.0,0,0
Lynn Bowden,MIA,WR,1,1,1,-1,-1,-1.0,-0.3,-1,100.0,0.0,-0.3,2.1,0,0.0,0.0,0,0
Kaden Smith,NYG,TE,1,3,2,-1,7,2.3,0.2,-4,66.7,0.0,2.9,8.3,3,1.5,-300.0,1,0
Antonio Gibson,WAS,RB,1,2,1,-3,10,5.0,0.2,-4,50.0,0.0,3.6,6.1,1,1.0,-33.3,0,0
Benny Snell,PIT,RB,1,1,1,-4,-8,-8.0,-0.8,-8,100.0,0.0,-3.1,2.4,4,4.0,-100.0,0,0
Aaron Rodgers,GB,QB,1,1,1,-6,6,6.0,0.1,6,100.0,0.0,2.0,3.3,-12,-12.0,200.0,0,0
